Meets/Tests Rate,Masters/Test Rate,Approaches/Test Rate,Meets/ELA-Reading,Masters/ELA-Reading,Approaches/ELA-Reading,CAMPUSID,School,# Enrolled,% Enrolled,# Econ Disadv,% Econ Disadv,# LEP,% LEP,# Special Ed,% Special Ed,Grade Span
40.0,19.0,77.0,40.0,22.0,78.0,31903103,BONHAM EL,325,46.400002,617,88.0,90,12.8,62,8.8000002,'EE - 05
51.0,26.0,85.0,49.0,25.0,86.0,31903104,BOWIE EL,168,45.799999,330,89.900002,86,23.4,24,6.5,'PK - 05
47.0,20.0,83.0,49.0,23.0,85.0,31903105,CROCKETT EL,191,48.0,376,94.5,160,40.200001,33,8.300000200000001,'PK - 05
66.0,33.0,96.0,59.0,25.0,97.0,31903106,DISHMAN EL,162,47.200001,331,96.5,59,17.200001,33,9.6000004,'PK - 05
48.0,20.0,77.0,46.0,15.0,79.0,31903107,HOUSTON EL,195,39.200001,446,89.699997,78,15.7,55,11.1,'EE - 05
48.0,25.0,79.0,40.0,22.0,78.0,31903108,JEFFERSON EL,116,35.200001,329,99.699997,103,31.200001,42,12.7,'EE - 05
32.0,16.0,66.0,29.0,15.0,64.0,31903109,LAMAR EL,285,45.700001,563,90.400002,200,32.099998,55,8.8000002,'PK - 05
51.0,25.0,82.0,45.0,18.0,79.0,31903110,BEN MILAM EL,171,41.0,378,90.599998,122,29.299999,35,8.3999996,'PK - 05
54.0,28.0,87.0,54.0,28.0,86.0,31903111,STUART PLACE EL,385,51.200001,412,54.799999,99,13.2,27,3.5999999,'PK - 05
34.0,18.0,72.0,37.0,22.0,75.0,31903112,TRAVIS EL,158,40.5,359,92.099998,93,23.799999,41,10.5,'PK - 05
61.0,31.0,91.0,58.0,32.0,93.0,31903114,ZAVALA EL,142,39.299999,360,99.699997,74,20.5,35,9.6999998,'PK - 05
44.0,20.0,83.0,44.0,24.0,87.0,31903116,WILSON EL,249,49.599998,422,84.099998,88,17.5,34,6.8000002,'PK - 05
49.0,24.0,82.0,55.0,29.0,84.0,31903117,TREASURE HILLS EL,416,46.599998,594,66.5,59,6.599999900000001,81,9.1000004,'EE - 05
0.0,0.0,0.0,0.0,0.0,0.0,31903118,SECONDARY ALTER CTR,70,100.0,62,88.599998,11,15.7,15,21.4,'06 - 12
48.0,24.0,80.0,47.0,23.0,81.0,31903120,LONG EL,301,46.299999,510,78.5,55,8.5,64,9.8000002,'PK - 05
52.0,28.0,80.0,47.0,25.0,80.0,31903122,DR HESIQUIO RODRIGUEZ EL,339,47.099998,580,80.599998,138,19.200001,61,8.5,'EE - 05
61.0,32.0,90.0,65.0,41.0,89.0,31903123,LEE H MEANS EL,332,46.200001,496,69.0,152,21.1,52,7.1999998,'EE - 05
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31903204,EDNA TAMAYO HOUSE,10,100.0,5,50.0,0,0.0,3,30.0,'09 - 11
53.0,17.0,79.0,46.0,5.0,69.0,31905001,LA FERIA H S,959,100.0,791,82.5,73,7.599999900000001,84,8.8000002,'09 - 12
9.0,3.0,53.0,5.0,0.0,34.0,31905002,LA FERIA ACADEMY,34,100.0,31,91.199997,10,29.4,3,8.8000002,'09 - 12
40.0,16.0,78.0,44.0,20.0,80.0,31905041,W B GREEN J H,506,100.0,423,83.599998,53,10.5,51,10.1,'07 - 08
42.0,21.0,76.0,41.0,23.0,75.0,31905101,SAM HOUSTON EL,172,34.700001,395,79.800003,92,18.6,56,11.3,'PK - 04
40.0,16.0,75.0,39.0,20.0,74.0,31905103,C E VAIL EL,167,37.900002,389,88.199997,116,26.299999,49,11.1,'PK - 04
45.0,21.0,76.0,36.0,16.0,72.0,31905105,NOEMI DOMINGUEZ EL,480,100.0,404,84.199997,54,11.3,72,15.0,'05 - 06
38.0,19.0,77.0,42.0,23.0,76.0,31905106,DAVID G SANCHEZ EL,140,35.0,328,82.0,51,12.8,38,9.5,'PK - 04
71.0,31.0,87.0,61.0,12.0,78.0,31906001,LOS FRESNOS H S,3366,100.0,2676,79.5,297,8.8000002,317,9.3999996,'09 - 12
0.0,0.0,0.0,0.0,0.0,0.0,31906003,AMI KIDS RIO GRANDE VALLEY (FKA RG,7,100.0,0,0.0,2,28.6,0,0.0,'10 - 12
0.0,0.0,0.0,0.0,0.0,0.0,31906005,CAMERON CO J J A E P,10,100.0,9,90.0,2,20.0,2,20.0,'05 - 12
59.0,30.0,88.0,51.0,28.0,85.0,31906041,LOS CUATES MIDDLE,804,100.0,649,80.699997,114,14.2,88,10.9,'06 - 08
52.0,24.0,82.0,48.0,23.0,78.0,31906042,LIBERTY MEMORIAL MIDDLE,764,100.0,675,88.400002,137,17.9,100,13.1,'06 - 08
53.0,29.0,86.0,51.0,29.0,89.0,31906101,LOS FRESNOS EL,279,48.400002,442,76.699997,148,25.700001,65,11.3,'PK - 05
60.0,36.0,88.0,54.0,37.0,88.0,31906102,VILLAREAL EL,198,50.799999,319,81.800003,141,36.200001,32,8.199999799999999,'PK - 05
49.0,25.0,84.0,43.0,20.0,85.0,31906103,LAS YESCAS EL,190,48.700001,329,84.400002,165,42.299999,23,5.9000001,'PK - 05
54.0,28.0,87.0,47.0,26.0,85.0,31906104,LOPEZ-RIGGINS EL,259,46.900002,474,85.900002,104,18.799999,69,12.5,'PK - 05
58.0,29.0,84.0,55.0,29.0,83.0,31906105,RESACA MIDDLE,823,100.0,598,72.699997,111,13.5,87,10.6,'06 - 08
60.0,29.0,89.0,55.0,26.0,88.0,31906106,PALMER-LAAKSO EL,260,46.900002,433,78.199997,137,24.700001,107,19.299999,'EE - 05
60.0,31.0,89.0,49.0,22.0,89.0,31906107,LAURELES EL,288,46.5,531,85.800003,211,34.099998,87,14.1,'EE - 05
75.0,48.0,94.0,70.0,49.0,93.0,31906108,OLMITO EL,299,46.5,456,70.900002,229,35.599998,75,11.7,'EE - 05
71.0,47.0,93.0,68.0,44.0,92.0,31906109,RANCHO VERDE EL,336,48.400002,420,60.5,173,24.9,68,9.8000002,'PK - 05
61.0,33.0,92.0,52.0,31.0,91.0,31906110,DORA ROMERO EL,244,46.0,436,82.300003,138,26.0,58,10.9,'PK - 05
41.0,9.0,73.0,42.0,3.0,64.0,31909001,PORT ISABEL H S,700,100.0,565,80.699997,127,18.1,66,9.3999996,'09 - 12
0.0,0.0,0.0,0.0,0.0,0.0,31909003,CAMERON CO J J A E P,2,100.0,1,50.0,0,0.0,1,50.0,'09 - 09
36.0,14.0,76.0,42.0,19.0,78.0,31909041,PORT ISABEL J H,483,100.0,432,89.400002,185,38.299999,33,6.8000002,'06 - 08
48.0,23.0,84.0,47.0,25.0,82.0,31909101,DERRY EL,271,44.400002,526,86.099998,299,48.900002,65,10.6,'PK - 05
37.0,20.0,75.0,38.0,18.0,80.0,31909102,GARRIGA EL,258,46.700001,500,90.400002,271,49.0,56,10.1,'EE - 05
47.0,13.0,73.0,39.0,7.0,61.0,31911001,RIO HONDO H S,581,100.0,475,81.800003,31,5.3000002,56,9.6000004,'09 - 12
0.0,0.0,0.0,0.0,0.0,0.0,31911002,CAMERON CO J J A E P,1,100.0,1,100.0,0,0.0,0,0.0,'08 - 08
38.0,16.0,75.0,40.0,17.0,76.0,31911041,RIO HONDO MIDDLE,544,100.0,492,90.400002,50,9.1999998,73,13.4,'05 - 08
36.0,16.0,72.0,34.0,17.0,70.0,31911103,RIO HONDO INT,255,100.0,229,89.800003,30,11.8,15,5.9000001,'03 - 04
39.0,10.0,66.0,30.0,2.0,52.0,31912001,SAN BENITO H S,2132,100.0,1812,85.0,234,11.0,187,8.8000002,'10 - 12
0.0,0.0,0.0,0.0,0.0,0.0,31912003,CAMERON CO J J A E P,6,100.0,6,100.0,3,50.0,0,0.0,'09 - 11
0.0,0.0,0.0,0.0,0.0,0.0,31912004,POSITIVE REDIRECTION CTR,3,100.0,3,100.0,0,0.0,0,0.0,'06 - 10
0.0,0.0,0.0,0.0,0.0,0.0,31912005,AMADOR R RODRIGUEZ JUVENILE BOOT C,32,100.0,32,100.0,6,18.799999,7,21.9,'07 - 11
55.0,15.0,83.0,49.0,6.0,68.0,31912007,SAN BENITO VETERANS MEMORIAL ACADE,783,100.0,676,86.300003,132,16.9,80,10.2,'09 - 09
0.0,0.0,0.0,0.0,0.0,0.0,31912008,RGV YOUTH RECOVERY HOME,14,100.0,14,100.0,5,35.700001,2,14.3,'08 - 10
10.0,2.0,40.0,4.0,0.0,13.0,31912009,GATEWAY TO GRADUATION ACADEMY,82,100.0,80,97.599998,13,15.9,3,3.7,'09 - 12
40.0,16.0,72.0,41.0,18.0,68.0,31912041,BERTA CABAZA MIDDLE,856,100.0,713,83.300003,108,12.6,76,8.8999996,'06 - 08
30.0,11.0,64.0,33.0,15.0,63.0,31912042,MILLER JORDAN MIDDLE,849,100.0,770,90.699997,189,22.299999,93,11.0,'06 - 08
36.0,14.0,70.0,35.0,16.0,69.0,31912043,SAN BENITO RIVERSIDE MIDDLE,603,100.0,553,91.699997,142,23.5,50,8.300000200000001,'06 - 08
37.0,18.0,67.0,30.0,16.0,62.0,31912101,FRED BOOTH,243,43.900002,507,91.699997,152,27.5,50,9.0,'PK - 05
63.0,35.0,93.0,56.0,29.0,92.0,31912103,CASH EL,332,44.0,672,89.099998,135,17.9,86,11.4,'EE - 05
58.0,26.0,85.0,52.0,21.0,83.0,31912104,DOWNS EL,174,46.299999,295,78.5,26,6.900000099999999,53,14.1,'EE - 05
43.0,20.0,80.0,42.0,19.0,79.0,31912108,RANGERVILLE EL,156,42.299999,328,88.900002,104,28.200001,26,7.0,'PK - 05
16.0,6.0,53.0,20.0,9.0,59.0,31912109,ROBERTS EL,159,40.700001,379,96.900002,128,32.700001,29,7.400000099999999,'PK - 05
44.0,20.0,76.0,42.0,21.0,72.0,31912110,SULLIVAN EL,175,44.0,361,90.699997,70,17.6,45,11.3,'PK - 05
46.0,22.0,84.0,37.0,16.0,80.0,31912112,LA ENCANTADA EL,185,43.599998,406,95.800003,173,40.799999,20,4.6999998,'EE - 05
46.0,19.0,85.0,39.0,18.0,85.0,31912114,LA PALOMA EL,227,45.0,469,93.099998,248,49.200001,48,9.5,'EE - 05
55.0,29.0,88.0,53.0,29.0,88.0,31912115,RAUL GARZA JR EL,284,48.200001,490,83.199997,120,20.4,48,8.1000004,'EE - 05
47.0,23.0,82.0,47.0,21.0,81.0,31912116,JUDGE OSCAR DE LA FUENTE EL,155,49.200001,282,89.5,63,20.0,20,6.3000002,'PK - 05
31.0,17.0,65.0,30.0,15.0,66.0,31912117,ANGELA GERUSA LEAL EL,208,47.700001,413,94.699997,250,57.299999,32,7.3000002,'PK - 05
0.0,0.0,0.0,0.0,0.0,0.0,31912201,HESTER JUVENILE DETENT,44,100.0,44,100.0,12,27.299999,6,13.6,'05 - 11
26.0,7.0,61.0,19.0,1.0,47.0,31913001,SANTA MARIA H S,186,100.0,182,97.800003,38,20.4,11,5.9000001,'09 - 12
4.0,0.0,25.0,3.0,0.0,10.0,31913007,SANTA MARIA ACADEMIC ACADEMY-OPTIO,25,100.0,25,100.0,17,68.0,0,0.0,'07 - 12
31.0,6.0,57.0,36.0,4.0,61.0,31913041,SANTA MARIA J H,77,100.0,77,100.0,19,24.700001,7,9.1000004,'07 - 08
33.0,12.0,71.0,34.0,17.0,70.0,31913042,SANTA MARIA MIDDLE,75,100.0,73,97.300003,35,46.700001,4,5.3000002,'05 - 06
28.0,10.0,63.0,32.0,14.0,71.0,31913101,TONY GONZALEZ EL,81,29.799999,267,98.199997,146,53.700001,18,6.599999900000001,'PK - 04
44.0,8.0,75.0,41.0,3.0,64.0,31914001,SANTA ROSA H S,325,100.0,270,83.099998,17,5.1999998,32,9.8000002,'09 - 12
32.0,11.0,70.0,40.0,16.0,73.0,31914041,JO NELSON MIDDLE,240,100.0,219,91.300003,40,16.700001,39,16.299999,'06 - 08
45.0,20.0,80.0,44.0,21.0,83.0,31914101,ELMA E BARRERA EL,236,44.299999,481,90.199997,125,23.5,57,10.7,'EE - 05
72.0,29.0,91.0,71.0,14.0,86.0,31916001,SOUTH TEXAS BUSINESS EDUCATION & T,598,100.0,361,60.400002,43,7.1999998,33,5.5,'09 - 12
74.0,25.0,90.0,70.0,11.0,85.0,31916003,SOUTH TEXAS ACADEMY FOR MEDICAL PR,817,100.0,582,71.199997,10,1.2,22,2.7,'09 - 12
84.0,30.0,96.0,84.0,18.0,94.0,31916004,SOUTH TEXAS H S FOR HEALTH PROFESS,791,100.0,431,54.5,39,4.9000001,12,1.5,'09 - 12
87.0,43.0,96.0,87.0,32.0,95.0,31916005,THE SCIENCE ACADEMY OF SOUTH TEXAS,774,100.0,314,40.599998,9,1.2,17,2.2,'09 - 12
85.0,58.0,97.0,86.0,58.0,98.0,31916041,SOUTH TEXAS PREPARATORY ACADEMY,573,100.0,238,41.5,26,4.5,11,1.9,'07 - 08
84.0,52.0,97.0,80.0,48.0,97.0,31916042,RISING SCHOLARS ACADEMY OF SOUTH T,545,100.0,281,51.599998,39,7.1999998,18,3.3,'07 - 08
74.0,26.0,91.0,72.0,3.0,86.0,32902002,PITTSBURG H S,664,100.0,492,74.099998,37,5.5999999,60,9.0,'09 - 12
54.0,24.0,89.0,58.0,28.0,92.0,32902041,PITTSBURG J H,367,100.0,275,74.900002,38,10.4,34,9.3000002,'07 - 08
52.0,23.0,87.0,59.0,33.0,95.0,32902103,PITTSBURG EL,343,68.900002,406,81.5,118,23.700001,53,10.6,'02 - 04
73.0,32.0,97.0,56.0,25.0,93.0,32902105,PITTSBURG INT,383,100.0,309,80.699997,72,18.799999,37,9.6999998,'05 - 06
64.0,33.0,88.0,57.0,23.0,83.0,33901001,GROOM SCHOOL,116,71.199997,53,32.5,2,1.2,20,12.3,'PK - 12
77.0,33.0,90.0,72.0,16.0,83.0,33902001,PANHANDLE H S,217,100.0,41,18.9,0,0.0,33,15.2,'09 - 12
63.0,34.0,87.0,63.0,38.0,89.0,33902041,PANHANDLE J H,157,100.0,38,24.200001,1,0.60000002,19,12.1,'06 - 08
59.0,34.0,88.0,58.0,31.0,88.0,33902101,PANHANDLE EL,167,51.099998,105,32.099998,3,0.89999998,36,11.0,'EE - 05
46.0,13.0,82.0,48.0,14.0,79.0,33904001,WHITE DEER H S,142,100.0,54,38.0,0,0.0,19,13.4,'07 - 12
51.0,23.0,84.0,50.0,29.0,84.0,33904102,WHITE DEER EL,118,56.200001,114,54.299999,5,2.4000001,18,8.6000004,'PK - 06
50.0,16.0,77.0,44.0,8.0,66.0,34901001,ATLANTA H S,480,100.0,276,57.5,3,0.60000002,50,10.4,'09 - 12
46.0,21.0,78.0,47.0,25.0,75.0,34901042,ATLANTA MIDDLE,364,100.0,236,64.800003,2,0.5,54,14.8,'06 - 08
57.0,31.0,85.0,56.0,30.0,84.0,34901106,ATLANTA EL,345,100.0,242,70.099998,11,3.2,51,14.8,'03 - 05
43.0,21.0,74.0,39.0,19.0,78.0,34902001,AVINGER SCHOOL,120,78.400002,107,69.900002,3,2.0,12,7.8000002,'PK - 12
72.0,27.0,92.0,71.0,16.0,88.0,34903001,HUGHES SPRINGS H S,325,100.0,170,52.299999,3,0.89999998,25,7.6999998,'09 - 12
45.0,18.0,77.0,49.0,24.0,77.0,34903041,HUGHES SPRINGS J H,279,100.0,158,56.599998,13,4.6999998,28,10.0,'06 - 08
46.0,23.0,80.0,48.0,26.0,82.0,34903101,HUGHES SPRINGS EL,290,46.799999,410,66.099998,28,4.5,68,11.0,'EE - 05
63.0,19.0,87.0,51.0,7.0,74.0,34905002,LINDEN-KILDARE H S,207,100.0,129,62.299999,1,0.5,21,10.1,'09 - 12
27.0,8.0,65.0,41.0,16.0,73.0,34905041,MAE LUSTER STEPHENS J H,140,100.0,94,67.099998,6,4.3000002,15,10.7,'06 - 08
38.0,16.0,78.0,39.0,18.0,80.0,34905102,LINDEN EL,146,42.900002,277,81.5,20,5.9000001,33,9.6999998,'PK - 05
51.0,13.0,73.0,44.0,2.0,65.0,34906001,MCLEOD H S,121,100.0,55,45.5,0,0.0,12,9.8999996,'09 - 12
54.0,27.0,83.0,55.0,32.0,84.0,34906041,MCLEOD MIDDLE,90,100.0,32,35.599998,0,0.0,10,11.1,'06 - 08
34.0,15.0,74.0,35.0,19.0,76.0,34906101,MCLEOD EL,82,46.599998,91,51.700001,0,0.0,23,13.1,'PK - 05
56.0,19.0,75.0,49.0,6.0,65.0,34907001,QUEEN CITY H S,340,100.0,190,55.900002,1,0.30000001,33,9.6999998,'09 - 12
45.0,20.0,76.0,51.0,28.0,78.0,34907041,MORRIS UPCHURCH MIDDLE,320,100.0,168,52.5,0,0.0,36,11.3,'05 - 08
42.0,16.0,79.0,52.0,21.0,88.0,34907101,J K HILEMAN EL,136,32.900002,277,66.900002,0,0.0,58,14.0,'EE - 04
39.0,11.0,69.0,41.0,14.0,66.0,34909001,BLOOMBURG H S,143,100.0,96,67.099998,0,0.0,12,8.3999996,'06 - 12
34.0,13.0,80.0,34.0,13.0,81.0,34909101,BLOOMBURG EL,53,41.700001,111,87.400002,2,1.6,7,5.5,'PK - 05
49.0,13.0,79.0,39.0,3.0,70.0,35901001,DIMMITT H S,337,100.0,220,65.300003,48,14.2,28,8.300000200000001,'09 - 12
26.0,10.0,64.0,25.0,13.0,61.0,35901041,DIMMITT MIDDLE,255,100.0,196,76.900002,49,19.200001,15,5.9000001,'06 - 08
38.0,17.0,67.0,37.0,19.0,67.0,35901102,RICHARDSON EL,295,46.200001,526,82.400002,166,26.0,49,7.6999998,'PK - 05
43.0,16.0,79.0,37.0,16.0,74.0,35902001,HART ISD,153,71.800003,189,88.699997,32,15.0,20,9.3999996,'PK - 12
76.0,45.0,94.0,76.0,42.0,93.0,35903001,NAZARETH SCHOOL,181,71.5,35,13.8,2,0.80000001,11,4.3000002,'PK - 12
55.0,13.0,83.0,53.0,6.0,74.0,36901001,ANAHUAC H S,353,100.0,176,49.900002,8,2.3,30,8.5,'09 - 12
58.0,27.0,84.0,56.0,29.0,84.0,36901041,ANAHUAC MIDDLE,320,100.0,171,53.400002,15,4.6999998,32,10.0,'06 - 08
43.0,23.0,78.0,38.0,21.0,79.0,36901101,ANAHUAC EL,299,46.200001,378,58.400002,67,10.4,57,8.8000002,'EE - 05
80.0,40.0,91.0,72.0,20.0,84.0,36902001,BARBERS HILL H S,1614,100.0,279,17.299999,19,1.2,89,5.5,'09 - 12
67.0,37.0,91.0,63.0,33.0,90.0,36902042,BARBERS HILL MIDDLE NORTH,643,100.0,148,23.0,15,2.3,70,10.9,'06 - 08
73.0,43.0,92.0,65.0,38.0,88.0,36902043,BARBERS HILL MIDDLE SOUTH,706,100.0,138,19.5,18,2.5,54,7.599999900000001,'06 - 08
70.0,45.0,93.0,69.0,45.0,93.0,36902104,BARBERS HILL EL NORTH,626,74.5,183,21.799999,11,1.3,79,9.3999996,'02 - 05
72.0,44.0,95.0,68.0,44.0,95.0,36902105,BARBERS HILL EL SOUTH,707,76.800003,184,20.0,55,6.0,71,7.6999998,'02 - 05
59.0,21.0,83.0,47.0,6.0,69.0,36903001,EAST CHAMBERS H S,433,100.0,189,43.599998,40,9.1999998,38,8.8000002,'09 - 12
39.0,16.0,77.0,41.0,20.0,77.0,36903041,EAST CHAMBERS J H,336,100.0,212,63.099998,55,16.4,37,11.0,'06 - 08
54.0,28.0,86.0,50.0,25.0,87.0,36903101,EAST CHAMBERS EL,342,100.0,207,60.5,94,27.5,32,9.3999996,'03 - 05
55.0,15.0,78.0,49.0,3.0,68.0,37901001,ALTO H S,192,100.0,122,63.5,16,8.300000200000001,34,17.700001,'09 - 12
44.0,18.0,84.0,40.0,22.0,83.0,37901041,ALTO MIDDLE,201,100.0,136,67.699997,31,15.4,32,15.9,'05 - 08
35.0,14.0,69.0,27.0,13.0,63.0,37901101,ALTO EL,97,35.799999,193,71.199997,64,23.6,23,8.5,'PK - 04
48.0,14.0,74.0,41.0,5.0,63.0,37904002,JACKSONVILLE H S,1267,100.0,917,72.400002,140,11.0,118,9.3000002,'08 - 12
0.0,0.0,0.0,0.0,0.0,0.0,37904004,COMPASS CENTER,3,100.0,2,66.699997,0,0.0,1,33.299999,'09 - 11
34.0,14.0,73.0,42.0,21.0,78.0,37904042,JACKSONVILLE MIDDLE,721,100.0,590,81.800003,142,19.700001,50,6.900000099999999,'07 - 08
31.0,13.0,66.0,29.0,11.0,65.0,37904043,NICHOLS INT,760,100.0,648,85.300003,254,33.400002,77,10.1,'05 - 06
41.0,18.0,80.0,41.0,22.0,80.0,37904102,EAST SIDE EL,203,34.700001,399,68.199997,140,23.9,68,11.6,'EE - 04
42.0,16.0,78.0,45.0,19.0,80.0,37904103,FRED DOUGLASS,213,34.700001,525,85.599998,288,47.0,55,9.0,'EE - 04
34.0,14.0,66.0,35.0,16.0,65.0,37904104,WEST SIDE EL,153,35.799999,396,92.699997,170,39.799999,24,5.5999999,'PK - 04
44.0,22.0,74.0,44.0,26.0,74.0,37904105,JOE WRIGHT EL,163,34.099998,427,89.300003,240,50.200001,60,12.6,'EE - 04
58.0,24.0,79.0,51.0,8.0,70.0,37907002,RUSK H S,604,100.0,326,54.0,20,3.3,59,9.8000002,'09 - 12
45.0,20.0,78.0,40.0,20.0,74.0,37907041,RUSK J H,436,100.0,294,67.400002,25,5.6999998,59,13.5,'06 - 08
42.0,20.0,80.0,44.0,22.0,88.0,37907100,RUSK INT,336,100.0,250,74.400002,29,8.6000004,45,13.4,'04 - 05
44.0,23.0,82.0,46.0,29.0,80.0,37907102,RUSK EL,158,55.200001,205,71.699997,16,5.5999999,44,15.4,'02 - 03
35.0,11.0,72.0,35.0,12.0,69.0,37908001,NEW SUMMERFIELD SCHOOL,380,69.900002,498,91.5,240,44.099998,36,6.599999900000001,'PK - 12
43.0,16.0,67.0,44.0,13.0,65.0,37909001,WELLS H S,129,100.0,80,62.0,5,3.9000001,19,14.7,'07 - 12
45.0,24.0,80.0,44.0,29.0,83.0,37909101,WELLS EL,100,59.200001,117,69.199997,4,2.4000001,16,9.5,'PK - 06
60.0,22.0,85.0,55.0,8.0,74.0,38901001,CHILDRESS H S,326,100.0,162,49.700001,5,1.5,39,12.0,'09 - 12
51.0,22.0,86.0,48.0,20.0,85.0,38901041,CHILDRESS J H,249,100.0,137,55.0,6,2.4000001,20,8.0,'06 - 08
56.0,30.0,88.0,55.0,32.0,90.0,38901102,CHILDRESS EL,256,49.200001,348,66.900002,20,3.8,72,13.8,'EE - 05
57.0,20.0,81.0,48.0,6.0,74.0,39902001,HENRIETTA H S,275,100.0,95,34.5,0,0.0,29,10.5,'09 - 12
59.0,29.0,88.0,57.0,31.0,88.0,39902041,HENRIETTA MIDDLE,191,100.0,85,44.5,1,0.5,21,11.0,'06 - 08
52.0,28.0,84.0,50.0,27.0,84.0,39902101,HENRIETTA EL,212,45.5,236,50.599998,4,0.89999998,65,13.9,'EE - 05
40.0,12.0,71.0,43.0,13.0,70.0,39903001,PETROLIA JUNIOR HIGH/HIGH SCHOOL,199,100.0,109,54.799999,1,0.5,27,13.6,'07 - 12
41.0,19.0,76.0,42.0,22.0,77.0,39903101,PETROLIA EL,126,50.200001,161,64.099998,3,1.2,25,10.0,'PK - 06
55.0,28.0,81.0,67.0,33.0,86.0,39904001,BELLEVUE SCHOOL,104,80.599998,66,51.200001,0,0.0,12,9.3000002,'KG - 12
44.0,20.0,72.0,47.0,21.0,70.0,39905001,MIDWAY SCHOOL,108,82.400002,79,60.299999,0,0.0,26,19.799999,'KG - 12
18.0,4.0,54.0,20.0,4.0,48.0,40901001,MORTON SCHOOL,278,72.400002,303,78.900002,70,18.200001,40,10.4,'PK - 12
0.0,0.0,13.0,-1.0,-1.0,-1.0,40901002,P E P,10,100.0,9,90.0,0,0.0,4,40.0,'09 - 12
45.0,17.0,81.0,45.0,14.0,79.0,40902001,WHITEFACE SCHOOL,243,77.900002,192,61.5,22,7.099999900000001,29,9.3000002,'PK - 12
51.0,23.0,82.0,53.0,24.0,87.0,41901001,BRONTE ISD,170,70.0,113,46.5,5,2.0999999,24,9.8999996,'PK - 12
56.0,25.0,79.0,49.0,19.0,73.0,41902001,ROBERT LEE H S,111,100.0,57,51.400002,4,3.5999999,14,12.6,'07 - 12
0.0,0.0,0.0,0.0,0.0,0.0,41902002,FAIRVIEW ACCELERATED,4,100.0,3,75.0,0,0.0,0,0.0,'09 - 12
0.0,0.0,0.0,0.0,0.0,0.0,41902005,FAIRVIEW DAEP,1,100.0,0,0.0,0,0.0,0,0.0,'09 - 09
38.0,17.0,75.0,39.0,16.0,76.0,41902101,ROBERT LEE EL,87,53.0,106,64.599998,3,1.8,15,9.1000004,'PK - 06
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41902180,WALL SP PROG,2,100.0,1,50.0,0,0.0,2,100.0,'04 - 07
65.0,29.0,85.0,57.0,11.0,75.0,42901001,COLEMAN H S,253,100.0,107,42.299999,5,2.0,30,11.9,'09 - 12
33.0,13.0,65.0,34.0,15.0,64.0,42901041,COLEMAN J H,240,100.0,139,57.900002,1,0.40000001,20,8.300000200000001,'05 - 08
35.0,13.0,70.0,34.0,12.0,68.0,42901102,COLEMAN EL,121,32.299999,244,65.099998,17,4.5,40,10.7,'PK - 04
52.0,19.0,79.0,49.0,18.0,76.0,42903001,SANTA ANNA SECONDARY,117,100.0,117,100.0,0,0.0,11,9.3999996,'07 - 12
39.0,10.0,81.0,34.0,8.0,77.0,42903101,SANTA ANNA EL,72,49.0,147,100.0,0,0.0,11,7.5,'PK - 06
49.0,15.0,83.0,47.0,16.0,77.0,42905001,PANTHER CREEK SCHOOL,108,73.0,116,78.400002,0,0.0,14,9.5,'PK - 12
75.0,45.0,95.0,79.0,49.0,96.0,43801001,IMAGINE INTERNATIONAL ACADEMY OF N,1036,73.699997,145,10.3,123,8.6999998,73,5.1999998,'KG - 12
63.0,33.0,86.0,58.0,31.0,88.0,43802101,LONE STAR LANGUAGE ACADEMY,37,21.6,0,0.0,7,4.0999998999999985,11,6.4000001,'KG - 05
80.0,46.0,90.0,73.0,26.0,85.0,43901001,ALLEN H S,5098,100.0,770,15.1,151,3.0,470,9.1999998,'09 - 12
82.0,44.0,94.0,85.0,37.0,93.0,43901002,LOWERY FRESHMAN CENTER,1728,100.0,315,18.200001,85,4.9000001,157,9.1000004,'09 - 09
74.0,46.0,92.0,74.0,50.0,93.0,43901042,W E PETE FORD MIDDLE,925,100.0,223,24.1,46,5.0,83,9.0,'07 - 08
78.0,52.0,93.0,80.0,55.0,94.0,43901043,WALTER & LOIS CURTIS MIDDLE,1345,100.0,189,14.1,48,3.5999999,134,10.0,'07 - 08
80.0,57.0,93.0,80.0,60.0,93.0,43901044,ERECKSON MIDDLE,1241,100.0,185,14.9,88,7.099999900000001,123,9.8999996,'07 - 08
43.0,21.0,81.0,42.0,19.0,84.0,43901101,D L ROUNTREE EL,209,32.700001,496,77.599998,156,24.4,152,23.799999,'EE - 06
38.0,19.0,71.0,37.0,18.0,71.0,43901102,ALTON BOYD EL,396,62.799999,453,71.800003,262,41.5,93,14.7,'KG - 06
54.0,29.0,83.0,49.0,27.0,82.0,43901104,GENE M REED EL,352,60.400002,210,36.0,48,8.199999799999999,86,14.8,'KG - 06
66.0,36.0,90.0,62.0,38.0,89.0,43901105,ALVIS C STORY EL,280,56.599998,121,24.4,35,7.099999900000001,74,14.9,'KG - 06
74.0,53.0,91.0,72.0,52.0,90.0,43901106,MAX O VAUGHAN EL,451,62.799999,147,20.5,52,7.1999998,62,8.6000004,'KG - 06
71.0,48.0,91.0,68.0,45.0,90.0,43901107,FLOSSIE FLOYD GREEN EL,371,59.599998,112,18.0,69,11.1,82,13.2,'KG - 06
