Meets/Tests Rate,Masters/Test Rate,Approaches/Test Rate,Meets/ELA-Reading,Masters/ELA-Reading,Approaches/ELA-Reading,CAMPUSID,School,# Enrolled,% Enrolled,# Econ Disadv,% Econ Disadv,# LEP,% LEP,# Special Ed,% Special Ed,Grade Span
45.0,19.0,79.0,46.0,21.0,82.0,101910115,DR SHIRLEY J WILLIAMSON EL,292,43.099998,539,79.599998,149,22.0,96,14.2,'EE - 05
44.0,19.0,76.0,38.0,17.0,73.0,101910116,SAM HOUSTON EL,397,48.099998,764,92.599998,573,69.5,63,7.599999900000001,'PK - 05
44.0,15.0,70.0,32.0,4.0,55.0,101911002,LEE H S,1751,100.0,1368,78.099998,200,11.4,246,14.0,'09 - 12
57.0,22.0,79.0,45.0,7.0,67.0,101911003,STERLING H S,2232,100.0,1297,58.099998,195,8.6999998,226,10.1,'09 - 12
17.0,1.0,50.0,11.0,0.0,27.0,101911005,PETER E HYLAND CENTER,128,100.0,90,70.300003,5,3.9000001,19,14.8,'10 - 12
49.0,17.0,73.0,42.0,6.0,63.0,101911015,GOOSE CREEK MEMORIAL,2082,100.0,1114,53.5,129,6.1999998,228,11.0,'09 - 12
90.0,44.0,99.0,93.0,33.0,100.0,101911016,IMPACT EARLY COLLEGE H S,402,100.0,254,63.200001,3,0.69999999,2,0.5,'09 - 12
46.0,11.0,76.0,34.0,2.0,61.0,101911017,STUART CAREER TECH H S,157,100.0,111,70.699997,20,12.7,22,14.0,'09 - 10
38.0,15.0,70.0,36.0,16.0,70.0,101911041,BAYTOWN J H,949,100.0,774,81.599998,154,16.200001,110,11.6,'06 - 08
46.0,20.0,76.0,40.0,19.0,72.0,101911043,CEDAR BAYOU J H,1084,100.0,788,72.699997,139,12.8,156,14.4,'06 - 08
51.0,24.0,81.0,44.0,20.0,77.0,101911044,HIGHLANDS J H,1184,100.0,730,61.700001,103,8.6999998,126,10.6,'06 - 08
36.0,14.0,69.0,34.0,13.0,67.0,101911045,HORACE MANN J H,988,100.0,843,85.300003,176,17.799999,112,11.3,'06 - 08
51.0,23.0,81.0,49.0,23.0,79.0,101911046,GENTRY J H,1117,100.0,612,54.799999,88,7.900000099999999,124,11.1,'06 - 08
56.0,30.0,85.0,52.0,26.0,85.0,101911101,ALAMO EL,372,48.400002,592,77.099998,247,32.200001,60,7.8000002,'PK - 05
47.0,24.0,81.0,42.0,25.0,82.0,101911102,STEPHEN F AUSTIN EL,382,48.900002,469,60.099998,228,29.200001,65,8.300000200000001,'PK - 05
36.0,15.0,73.0,33.0,14.0,74.0,101911103,JAMES BOWIE EL,389,46.400002,633,75.400002,176,21.0,80,9.5,'EE - 05
45.0,21.0,78.0,42.0,20.0,76.0,101911105,CARVER EL,312,46.799999,596,89.400002,198,29.700001,73,10.9,'EE - 05
40.0,21.0,73.0,34.0,17.0,72.0,101911107,HARLEM EL,294,45.0,580,88.699997,190,29.1,58,8.8999996,'EE - 05
36.0,13.0,72.0,34.0,15.0,73.0,101911108,HIGHLANDS EL,641,77.099998,600,72.199997,191,23.0,70,8.3999996,'02 - 05
42.0,20.0,74.0,39.0,18.0,75.0,101911111,LAMAR EL,308,45.799999,581,86.5,208,31.0,63,9.3999996,'PK - 05
33.0,14.0,71.0,30.0,10.0,71.0,101911112,SAN JACINTO EL,210,47.400002,377,85.099998,167,37.700001,41,9.3000002,'PK - 05
36.0,15.0,69.0,37.0,14.0,72.0,101911113,ASHBEL SMITH EL,329,45.200001,613,84.199997,281,38.599998,90,12.4,'EE - 05
37.0,17.0,72.0,37.0,19.0,72.0,101911114,TRAVIS EL,423,47.700001,622,70.199997,161,18.200001,69,7.8000002,'EE - 05
53.0,28.0,85.0,50.0,28.0,83.0,101911118,CROCKETT EL,341,46.900002,485,66.699997,165,22.700001,85,11.7,'EE - 05
24.0,10.0,58.0,22.0,9.0,60.0,101911120,DE ZAVALA EL,340,45.200001,608,80.900002,153,20.299999,62,8.199999799999999,'PK - 05
46.0,24.0,76.0,46.0,24.0,77.0,101911122,VICTORIA WALKER EL,428,52.599998,434,53.400002,165,20.299999,68,8.3999996,'PK - 05
47.0,23.0,77.0,47.0,25.0,79.0,101911123,CLARK EL,353,50.400002,361,51.599998,32,4.5999999,80,11.4,'EE - 05
48.0,26.0,80.0,45.0,24.0,79.0,101911125,BANUELOS EL,431,49.5,517,59.400002,194,22.299999,75,8.6000004,'EE - 05
30.0,8.0,59.0,21.0,1.0,45.0,101912001,AUSTIN H S,1685,100.0,1571,93.199997,433,25.700001,195,11.6,'09 - 12
64.0,35.0,81.0,62.0,24.0,74.0,101912002,BELLAIRE H S,3307,100.0,1610,48.700001,365,11.0,220,6.6999998,'09 - 12
36.0,8.0,67.0,32.0,3.0,55.0,101912003,NORTHSIDE H S,1540,100.0,1445,93.800003,295,19.200001,159,10.3,'09 - 12
32.0,8.0,64.0,26.0,2.0,49.0,101912004,FURR H S,1035,100.0,973,94.0,226,21.799999,118,11.4,'09 - 12
65.0,23.0,86.0,52.0,5.0,77.0,101912006,JONES FUTURES ACADEMY,390,100.0,352,90.300003,41,10.5,35,9.0,'09 - 12
29.0,7.0,59.0,21.0,3.0,44.0,101912007,KASHMERE H S,777,100.0,759,97.699997,107,13.8,138,17.799999,'09 - 12
65.0,27.0,83.0,61.0,15.0,76.0,101912008,LAMAR H S,3082,100.0,1403,45.5,147,4.8000002,162,5.3000002,'09 - 12
23.0,6.0,52.0,17.0,1.0,37.0,101912009,WISDOM H S,2023,100.0,2002,99.0,1132,56.0,153,7.599999900000001,'09 - 12
30.0,6.0,60.0,23.0,1.0,46.0,101912010,MADISON H S,1736,100.0,1335,76.900002,372,21.4,216,12.4,'09 - 12
42.0,10.0,67.0,38.0,3.0,59.0,101912011,MILBY H S,1903,100.0,1763,92.599998,358,18.799999,188,9.8999996,'09 - 12
54.0,16.0,77.0,51.0,7.0,70.0,101912012,HEIGHTS H S,2377,100.0,1659,69.800003,107,4.5,170,7.1999998,'09 - 12
0.0,0.0,0.0,0.0,0.0,0.0,101912013,COMMUNITY SERVICES-SEC,136,88.300003,106,68.800003,53,34.400002,16,10.4,'KG - 12
29.0,7.0,59.0,25.0,2.0,48.0,101912014,STERLING H S,1483,100.0,1419,95.699997,228,15.4,216,14.6,'09 - 12
45.0,10.0,71.0,39.0,2.0,61.0,101912015,WALTRIP H S,1902,100.0,1279,67.199997,291,15.3,187,9.8000002,'09 - 12
32.0,7.0,62.0,26.0,2.0,47.0,101912016,WASHINGTON B T H S,758,100.0,717,94.599998,130,17.200001,106,14.0,'09 - 12
37.0,11.0,66.0,34.0,4.0,55.0,101912017,WESTBURY H S,2341,100.0,2182,93.199997,564,24.1,255,10.9,'09 - 12
27.0,7.0,55.0,19.0,1.0,38.0,101912018,WHEATLEY H S,873,100.0,819,93.800003,139,15.9,179,20.5,'09 - 12
30.0,6.0,59.0,21.0,1.0,41.0,101912019,WORTHING H S,781,100.0,780,99.900002,82,10.5,156,20.0,'09 - 12
28.0,7.0,56.0,21.0,2.0,41.0,101912020,YATES H S,874,100.0,715,81.800003,38,4.3000002,164,18.799999,'09 - 12
30.0,8.0,59.0,22.0,2.0,42.0,101912023,SHARPSTOWN H S,1689,100.0,1618,95.800003,802,47.5,157,9.3000002,'09 - 12
30.0,8.0,54.0,24.0,2.0,42.0,101912024,SCARBOROUGH H S,752,100.0,693,92.199997,185,24.6,93,12.4,'09 - 12
95.0,62.0,99.0,95.0,49.0,98.0,101912025,KINDER H S FOR PERFORMING AND VISU,752,100.0,134,17.799999,1,0.1,6,0.80000001,'09 - 12
99.0,70.0,100.0,99.0,51.0,100.0,101912026,DEBAKEY H S FOR HEALTH PROF,891,100.0,395,44.299999,5,0.60000002,15,1.7,'09 - 12
36.0,11.0,60.0,31.0,4.0,51.0,101912027,CHAVEZ H S,2882,100.0,2521,87.5,483,16.799999,222,7.6999998,'09 - 12
80.0,27.0,98.0,78.0,11.0,97.0,101912034,H S FOR LAW AND JUSTICE,469,100.0,387,82.5,7,1.5,7,1.5,'09 - 12
64.0,27.0,81.0,59.0,14.0,74.0,101912036,WESTSIDE H S,2897,100.0,1648,56.900002,276,9.5,182,6.3000002,'09 - 12
90.0,71.0,95.0,89.0,70.0,94.0,101912039,T H ROGERS SCHOOL,766,78.199997,241,24.6,47,4.8000002,119,12.2,'EE - 12
24.0,7.0,53.0,21.0,7.0,49.0,101912041,ATTUCKS MIDDLE,464,100.0,416,89.699997,64,13.8,66,14.2,'06 - 08
51.0,28.0,78.0,50.0,28.0,74.0,101912042,BLACK MIDDLE,1233,100.0,699,56.700001,181,14.7,121,9.8000002,'06 - 08
54.0,29.0,81.0,49.0,26.0,78.0,101912043,BURBANK MIDDLE,1464,100.0,1409,96.199997,579,39.5,129,8.8000002,'06 - 08
24.0,12.0,55.0,24.0,11.0,53.0,101912044,CULLEN MIDDLE,352,100.0,343,97.400002,35,9.8999996,68,19.299999,'06 - 08
23.0,9.0,56.0,26.0,12.0,58.0,101912045,DEADY MIDDLE,669,100.0,638,95.400002,298,44.5,80,12.0,'06 - 08
26.0,8.0,60.0,24.0,9.0,57.0,101912046,EDISON MIDDLE,654,100.0,636,97.199997,267,40.799999,87,13.3,'06 - 08
30.0,11.0,63.0,23.0,7.0,59.0,101912047,FONVILLE MIDDLE,808,100.0,711,88.0,400,49.5,87,10.8,'06 - 08
26.0,8.0,62.0,30.0,13.0,62.0,101912048,CLIFTON MIDDLE,705,100.0,650,92.199997,240,34.0,67,9.5,'06 - 08
47.0,21.0,81.0,52.0,27.0,81.0,101912049,HAMILTON MIDDLE,1266,100.0,1058,83.599998,210,16.6,66,5.1999998,'06 - 08
30.0,12.0,62.0,28.0,14.0,60.0,101912050,HOLLAND MIDDLE,673,100.0,596,88.599998,251,37.299999,76,11.3,'06 - 08
35.0,13.0,68.0,34.0,13.0,66.0,101912051,HARTMAN MIDDLE,1263,100.0,1170,92.599998,410,32.5,100,7.900000099999999,'06 - 08
23.0,7.0,58.0,21.0,6.0,57.0,101912052,HENRY MIDDLE,829,100.0,775,93.5,332,40.0,113,13.6,'06 - 08
51.0,27.0,80.0,54.0,29.0,80.0,101912053,HOGG MIDDLE,984,100.0,502,51.0,124,12.6,93,9.5,'06 - 08
28.0,10.0,61.0,24.0,8.0,59.0,101912054,NAVARRO MIDDLE,682,100.0,657,96.300003,267,39.099998,106,15.5,'06 - 08
47.0,21.0,79.0,54.0,29.0,83.0,101912055,MEYERLAND MIDDLE,1574,100.0,985,62.599998,246,15.6,105,6.6999998,'06 - 08
31.0,9.0,65.0,30.0,11.0,65.0,101912056,WELCH MIDDLE,727,100.0,668,91.900002,223,30.700001,89,12.2,'06 - 08
81.0,56.0,95.0,85.0,62.0,95.0,101912057,LANIER MIDDLE,1464,100.0,347,23.700001,69,4.6999998,60,4.0999998999999985,'06 - 08
31.0,12.0,66.0,35.0,15.0,72.0,101912058,GREGORY-LINCOLN ED CTR,523,70.699997,651,88.0,115,15.5,49,6.599999900000001,'PK - 08
34.0,12.0,59.0,35.0,11.0,59.0,101912059,LONG ACADEMY,896,100.0,880,98.199997,402,44.900002,83,9.3000002,'06 - 12
34.0,15.0,68.0,34.0,16.0,66.0,101912060,REVERE MIDDLE,1228,100.0,957,77.900002,400,32.599998,85,6.900000099999999,'06 - 08
35.0,12.0,71.0,32.0,12.0,66.0,101912061,MARSHALL MIDDLE,794,100.0,768,96.699997,250,31.5,76,9.6000004,'06 - 08
28.0,10.0,59.0,24.0,8.0,53.0,101912062,MCREYNOLDS MIDDLE,595,100.0,595,100.0,176,29.6,113,19.0,'06 - 08
53.0,31.0,80.0,54.0,33.0,80.0,101912064,PERSHING MIDDLE,1771,100.0,920,51.900002,210,11.9,125,7.099999900000001,'06 - 08
51.0,26.0,80.0,55.0,32.0,82.0,101912068,TANGLEWOOD MIDDLE,846,100.0,500,59.099998,158,18.700001,88,10.4,'06 - 08
53.0,11.0,54.0,54.0,14.0,54.0,101912069,SOAR CTR,8,50.0,0,0.0,2,12.5,15,93.800003,'KG - 07
78.0,45.0,97.0,71.0,41.0,96.0,101912071,PROJECT CHRYSALIS MIDDLE,279,100.0,214,76.699997,30,10.8,1,0.40000001,'06 - 08
28.0,9.0,60.0,28.0,10.0,59.0,101912072,FONDREN MIDDLE,1013,100.0,983,97.0,441,43.5,93,9.1999998,'06 - 08
30.0,11.0,62.0,30.0,13.0,62.0,101912075,LAWSON MIDDLE,1210,100.0,1162,96.0,433,35.799999,182,15.0,'06 - 08
19.0,7.0,48.0,20.0,7.0,46.0,101912077,THOMAS MIDDLE,594,100.0,593,99.800003,90,15.2,89,15.0,'06 - 08
23.0,8.0,53.0,23.0,8.0,52.0,101912078,FLEMING MIDDLE,486,100.0,460,94.699997,71,14.6,58,11.9,'06 - 08
22.0,8.0,53.0,21.0,9.0,52.0,101912079,KEY MIDDLE,688,100.0,638,92.699997,144,20.9,119,17.299999,'06 - 08
52.0,25.0,84.0,56.0,31.0,87.0,101912080,RICE SCH /LA ESCUELA RICE,831,72.699997,711,62.200001,191,16.700001,63,5.5,'KG - 08
69.0,31.0,93.0,64.0,23.0,90.0,101912081,SHARPSTOWN INTERNATIONAL SCHOOL,1179,100.0,1116,94.699997,140,11.9,62,5.3000002,'06 - 12
21.0,7.0,55.0,22.0,8.0,56.0,101912082,WILLIAMS MIDDLE,496,100.0,491,99.0,124,25.0,77,15.5,'06 - 08
52.0,26.0,80.0,49.0,25.0,78.0,101912098,STEVENSON MIDDLE,1446,100.0,1301,90.0,365,25.200001,104,7.1999998,'06 - 08
59.0,32.0,84.0,58.0,34.0,83.0,101912099,WEST BRIAR MIDDLE,1113,100.0,674,60.599998,167,15.0,74,6.599999900000001,'06 - 08
48.0,20.0,79.0,58.0,24.0,82.0,101912100,TEXAS CONNECTIONS ACADEMY AT HOUST,5680,100.0,2296,40.400002,83,1.5,295,5.1999998,'03 - 12
32.0,12.0,63.0,29.0,8.0,60.0,101912102,ALCOTT EL,115,49.599998,217,93.5,57,24.6,21,9.1000004,'PK - 05
38.0,18.0,71.0,35.0,19.0,70.0,101912104,ALMEDA EL,386,46.0,827,98.599998,392,46.700001,47,5.5999999,'EE - 05
32.0,16.0,64.0,32.0,13.0,67.0,101912105,ANDERSON EL,351,46.299999,669,88.300003,384,50.700001,38,5.0,'PK - 05
54.0,22.0,81.0,56.0,26.0,82.0,101912106,ATHERTON EL,284,48.5,584,99.800003,36,6.1999998,49,8.3999996,'EE - 05
32.0,15.0,67.0,28.0,13.0,62.0,101912107,BARRICK EL,310,47.200001,619,94.199997,402,61.200001,41,6.1999998,'EE - 05
29.0,11.0,63.0,38.0,13.0,75.0,101912108,BASTIAN EL,306,43.200001,701,99.0,158,22.299999,59,8.300000200000001,'PK - 05
41.0,21.0,71.0,38.0,19.0,71.0,101912109,BERRY EL,361,45.200001,796,99.599998,432,54.099998,47,5.9000001,'EE - 05
35.0,14.0,66.0,30.0,13.0,66.0,101912110,BLACKSHEAR EL,173,41.400002,418,100.0,48,11.5,34,8.1000004,'PK - 05
33.0,17.0,68.0,34.0,18.0,69.0,101912111,BONHAM EL,397,42.0,922,97.599998,591,62.5,46,4.9000001,'PK - 05
36.0,17.0,66.0,34.0,17.0,64.0,101912112,BONNER EL,367,46.5,755,95.599998,498,63.0,58,7.3000002,'EE - 05
34.0,13.0,72.0,28.0,9.0,65.0,101912113,RODERICK R PAIGE EL,219,47.400002,459,99.400002,235,50.900002,30,6.5,'PK - 05
41.0,22.0,75.0,33.0,14.0,71.0,101912114,BRAEBURN EL,305,47.799999,628,98.400002,448,70.199997,40,6.3000002,'EE - 05
43.0,20.0,69.0,49.0,25.0,74.0,101912115,DURHAM EL,226,39.599998,342,59.900002,184,32.200001,30,5.3000002,'PK - 05
52.0,31.0,83.0,53.0,34.0,88.0,101912116,BRIARGROVE EL,409,46.400002,307,34.799999,229,26.0,34,3.9000001,'EE - 05
34.0,15.0,66.0,35.0,15.0,66.0,101912117,BRISCOE EL,119,45.400002,243,92.699997,138,52.700001,31,11.8,'EE - 05
58.0,29.0,87.0,58.0,30.0,89.0,101912119,BROOKLINE EL,391,43.599998,897,100.0,571,63.700001,37,4.0999998999999985,'PK - 05
35.0,13.0,76.0,38.0,14.0,78.0,101912120,BROWNING EL,202,41.299999,457,93.5,236,48.299999,25,5.0999999,'PK - 05
27.0,9.0,60.0,27.0,10.0,63.0,101912121,BRUCE EL,240,48.5,487,98.400002,102,20.6,42,8.5,'PK - 05
64.0,38.0,90.0,55.0,27.0,90.0,101912122,BURBANK EL,430,47.099998,874,95.800003,431,47.299999,46,5.0,'PK - 05
26.0,12.0,55.0,24.0,10.0,54.0,101912123,CODWELL EL,197,48.0,375,91.5,7,1.7,35,8.5,'PK - 05
43.0,21.0,75.0,36.0,19.0,75.0,101912124,BURNET EL,241,49.599998,461,94.900002,276,56.799999,40,8.199999799999999,'KG - 05
35.0,15.0,73.0,37.0,19.0,79.0,101912125,BURRUS EL,203,44.700001,430,94.699997,53,11.7,30,6.599999900000001,'PK - 05
23.0,9.0,56.0,20.0,9.0,55.0,101912127,WOODSON SCHOOL,172,26.700001,640,99.5,46,7.1999998,30,4.6999998,'PK - 05
60.0,36.0,85.0,58.0,35.0,87.0,101912128,LYONS EL,449,44.799999,932,93.0,455,45.400002,71,7.099999900000001,'EE - 05
73.0,51.0,90.0,73.0,55.0,90.0,101912130,CONDIT EL,387,50.299999,269,34.900002,178,23.1,58,7.5,'PK - 05
43.0,19.0,72.0,39.0,15.0,71.0,101912132,COOP EL,360,48.900002,720,97.800003,344,46.700001,60,8.199999799999999,'PK - 05
52.0,29.0,84.0,47.0,26.0,84.0,101912133,CORNELIUS EL,412,47.5,795,91.699997,379,43.700001,31,3.5999999,'PK - 05
50.0,24.0,85.0,54.0,29.0,87.0,101912135,CROCKETT EL,270,46.400002,427,73.400002,169,29.0,45,7.6999998,'PK - 05
33.0,16.0,65.0,41.0,20.0,72.0,101912136,CUNNINGHAM EL,330,47.400002,651,93.5,458,65.800003,55,7.900000099999999,'EE - 05
51.0,28.0,86.0,48.0,27.0,86.0,101912137,DE CHAUMES EL,371,44.099998,831,98.800003,488,58.0,36,4.3000002,'PK - 05
59.0,31.0,84.0,51.0,28.0,81.0,101912138,DE ZAVALA EL,255,47.0,495,91.300003,286,52.799999,35,6.5,'PK - 05
29.0,12.0,61.0,26.0,10.0,60.0,101912140,DOGAN EL,261,43.0,607,100.0,239,39.400002,39,6.4000001,'EE - 05
40.0,20.0,70.0,37.0,20.0,67.0,101912144,DURKEE EL,303,52.799999,556,96.900002,326,56.799999,50,8.6999998,'KG - 05
51.0,24.0,80.0,44.0,20.0,78.0,101912147,ELIOT EL,256,42.299999,582,96.199997,302,49.900002,54,8.8999996,'PK - 05
48.0,25.0,80.0,49.0,28.0,84.0,101912148,ELROD EL,350,45.900002,709,92.900002,464,60.799999,37,4.8000002,'EE - 05
36.0,19.0,67.0,35.0,20.0,68.0,101912149,EMERSON EL,385,41.799999,857,93.199997,620,67.400002,42,4.5999999,'EE - 05
36.0,16.0,67.0,31.0,13.0,63.0,101912151,BELL EL,314,44.5,596,84.400002,365,51.700001,52,7.400000099999999,'PK - 05
72.0,41.0,94.0,75.0,46.0,94.0,101912152,FIELD EL,215,46.599998,327,70.900002,82,17.799999,50,10.8,'PK - 05
34.0,14.0,64.0,34.0,12.0,62.0,101912153,FONDREN EL,136,43.299999,306,97.5,143,45.5,37,11.8,'EE - 05
52.0,28.0,74.0,62.0,41.0,76.0,101912154,FOSTER EL,185,42.400002,432,99.099998,14,3.2,34,7.8000002,'EE - 05
28.0,13.0,64.0,29.0,12.0,70.0,101912155,FRANKLIN EL,200,46.400002,425,98.599998,273,63.299999,39,9.0,'PK - 05
41.0,16.0,79.0,42.0,20.0,83.0,101912156,FROST EL,260,42.299999,608,98.900002,113,18.4,40,6.5,'PK - 05
46.0,26.0,74.0,46.0,27.0,77.0,101912157,GARDEN OAKS MONTESSORI,434,51.099998,332,39.099998,185,21.799999,60,7.099999900000001,'EE - 08
38.0,19.0,71.0,34.0,16.0,67.0,101912158,GARDEN VILLAS EL,365,52.799999,632,91.5,262,37.900002,31,4.5,'PK - 05
37.0,19.0,69.0,34.0,18.0,63.0,101912159,GOLFCREST EL,319,48.599998,642,97.900002,424,64.599998,49,7.5,'EE - 05
34.0,15.0,74.0,30.0,13.0,72.0,101912162,GREGG EL,241,43.599998,546,98.699997,252,45.599998,40,7.1999998,'EE - 05
18.0,7.0,49.0,19.0,7.0,48.0,101912163,SUGAR GROVE ACADEMY,678,100.0,655,96.599998,377,55.599998,66,9.6999998,'06 - 08
32.0,16.0,66.0,32.0,15.0,68.0,101912166,HARRIS J R EL,218,53.0,411,100.0,253,61.599998,24,5.8000002,'PK - 05
29.0,12.0,60.0,30.0,12.0,63.0,101912167,HARRIS R P EL,247,43.400002,569,100.0,345,60.599998,43,7.599999900000001,'PK - 05
28.0,12.0,55.0,25.0,9.0,54.0,101912168,HARTSFIELD EL,164,40.299999,405,99.5,13,3.2,27,6.599999900000001,'PK - 05
66.0,39.0,90.0,66.0,44.0,91.0,101912169,HARVARD EL,308,47.0,107,16.299999,25,3.8,35,5.3000002,'EE - 05
47.0,25.0,79.0,48.0,27.0,80.0,101912170,HELMS EL,190,40.200001,332,70.199997,201,42.5,21,4.4000001,'PK - 05
47.0,23.0,78.0,43.0,21.0,75.0,101912171,HENDERSON J EL,370,47.299999,767,98.0,499,63.700001,36,4.5999999,'PK - 05
30.0,15.0,59.0,23.0,11.0,55.0,101912172,HENDERSON N EL,128,39.900002,321,100.0,36,11.2,17,5.3000002,'PK - 05
59.0,37.0,80.0,61.0,42.0,81.0,101912173,HEROD EL,384,46.900002,414,50.599998,213,26.0,48,5.9000001,'PK - 05
21.0,9.0,49.0,18.0,5.0,49.0,101912174,HIGHLAND HTS EL,239,46.200001,498,96.300003,203,39.299999,44,8.5,'PK - 05
32.0,14.0,61.0,28.0,13.0,61.0,101912175,HOBBY EL,370,44.599998,822,99.0,355,42.799999,44,5.3000002,'PK - 05
83.0,66.0,93.0,80.0,62.0,93.0,101912178,HORN EL,385,47.799999,92,11.4,106,13.2,45,5.5999999,'PK - 05
29.0,13.0,64.0,27.0,11.0,61.0,101912179,MCGOWEN EL,192,42.5,445,98.5,70,15.5,34,7.5,'EE - 05
24.0,9.0,47.0,25.0,10.0,50.0,101912180,ISAACS EL,148,48.700001,299,98.400002,114,37.5,30,9.8999996,'PK - 05
41.0,19.0,74.0,40.0,22.0,74.0,101912181,JANOWSKI EL,243,44.200001,524,95.300003,357,64.900002,41,7.5,'EE - 05
45.0,21.0,80.0,45.0,20.0,79.0,101912182,JEFFERSON EL,177,41.0,404,93.5,149,34.5,41,9.5,'EE - 05
33.0,10.0,74.0,42.0,14.0,78.0,101912185,KASHMERE GARDENS EL,161,41.200001,386,98.699997,34,8.6999998,38,9.6999998,'EE - 05
25.0,9.0,60.0,25.0,8.0,61.0,101912186,ROBINSON EL,226,43.400002,508,97.5,300,57.599998,31,6.0,'PK - 05
29.0,15.0,62.0,27.0,17.0,59.0,101912187,KELSO EL,203,45.299999,430,96.0,191,42.599998,29,6.5,'EE - 05
33.0,13.0,67.0,36.0,16.0,69.0,101912188,KENNEDY EL,308,43.900002,687,97.900002,384,54.700001,58,8.300000200000001,'EE - 05
76.0,52.0,93.0,76.0,55.0,93.0,101912189,KOLTER EL,305,47.0,142,21.9,74,11.4,39,6.0,'EE - 05
39.0,22.0,71.0,42.0,25.0,74.0,101912192,LANTRIP EL,342,47.5,557,77.400002,209,29.0,62,8.6000004,'PK - 05
33.0,15.0,69.0,36.0,18.0,70.0,101912194,LEWIS EL,481,60.799999,778,98.400002,479,60.599998,48,6.0999999,'01 - 05
36.0,16.0,67.0,32.0,16.0,66.0,101912195,LOCKHART EL,275,48.299999,569,100.0,0,0.0,32,5.5999999,'PK - 05
35.0,18.0,71.0,36.0,18.0,71.0,101912196,LONGFELLOW EL,360,48.799999,529,71.800003,98,13.3,63,8.5,'EE - 05
32.0,14.0,58.0,31.0,11.0,59.0,101912197,LOOSCAN EL,163,50.0,312,95.699997,136,41.700001,22,6.6999998,'PK - 05
34.0,15.0,71.0,35.0,18.0,74.0,101912198,LOVE EL,164,43.5,326,86.5,168,44.599998,25,6.599999900000001,'PK - 05
64.0,43.0,89.0,65.0,47.0,89.0,101912199,LOVETT EL,339,49.799999,246,36.099998,83,12.2,45,6.599999900000001,'EE - 05
38.0,17.0,70.0,42.0,23.0,73.0,101912201,MACGREGOR EL,268,45.700001,424,72.400002,71,12.1,14,2.4000001,'PK - 05
37.0,22.0,71.0,38.0,25.0,67.0,101912203,MADING EL,190,43.900002,408,94.199997,55,12.7,36,8.300000200000001,'EE - 05
55.0,28.0,91.0,58.0,35.0,94.0,101912204,MEMORIAL EL,151,44.400002,261,76.800003,118,34.700001,31,9.1000004,'EE - 05
33.0,14.0,66.0,30.0,12.0,67.0,101912207,MONTGOMERY EL,262,47.5,484,87.800003,194,35.200001,48,8.6999998,'PK - 05
24.0,10.0,56.0,22.0,7.0,55.0,101912210,NORTHLINE EL,243,43.400002,553,98.800003,362,64.599998,53,9.5,'EE - 05
73.0,49.0,92.0,76.0,54.0,93.0,101912211,OAK FOREST EL,407,47.400002,156,18.200001,40,4.6999998,36,4.1999998,'PK - 05
32.0,13.0,69.0,34.0,11.0,74.0,101912212,OATES EL,146,37.799999,386,100.0,187,48.400002,27,7.0,'PK - 05
29.0,12.0,60.0,27.0,12.0,59.0,101912213,OSBORNE EL,168,41.299999,403,99.0,135,33.200001,43,10.6,'EE - 05
60.0,37.0,84.0,56.0,34.0,81.0,101912214,PARK PLACE EL,437,46.0,894,94.0,569,59.799999,50,5.3000002,'PK - 05
59.0,38.0,85.0,60.0,43.0,87.0,101912215,PARKER EL,400,45.299999,405,45.900002,222,25.1,69,7.8000002,'EE - 05
48.0,25.0,81.0,42.0,23.0,78.0,101912216,PATTERSON EL,415,44.599998,840,90.199997,511,54.900002,69,7.400000099999999,'PK - 05
39.0,16.0,70.0,38.0,17.0,72.0,101912217,PECK EL,232,43.900002,512,97.0,190,36.0,58,11.0,'PK - 05
49.0,25.0,79.0,39.0,20.0,72.0,101912218,PILGRIM ACADEMY,666,58.700001,1110,97.800003,811,71.5,74,6.5,'EE - 08
33.0,16.0,65.0,35.0,16.0,67.0,101912219,PINEY POINT EL,557,47.200001,1156,97.900002,845,71.5,69,5.8000002,'EE - 05
44.0,24.0,78.0,57.0,31.0,89.0,101912220,PLEASANTVILLE EL,122,45.900002,249,93.599998,52,19.5,14,5.3000002,'PK - 05
57.0,36.0,83.0,61.0,42.0,86.0,101912221,POE EL,436,50.5,226,26.200001,186,21.6,59,6.8000002,'PK - 05
32.0,12.0,63.0,28.0,10.0,70.0,101912222,PORT HOUSTON EL,128,43.799999,284,97.300003,200,68.5,31,10.6,'EE - 05
44.0,20.0,77.0,43.0,20.0,81.0,101912223,PUGH EL,173,44.400002,370,94.900002,181,46.400002,23,5.9000001,'PK - 05
56.0,30.0,83.0,61.0,37.0,82.0,101912224,RED EL,268,44.799999,416,69.599998,162,27.1,59,9.8999996,'EE - 05
24.0,11.0,57.0,22.0,11.0,56.0,101912225,REYNOLDS EL,205,43.900002,449,96.099998,19,4.0999998999999985,38,8.1000004,'EE - 05
42.0,21.0,75.0,37.0,19.0,72.0,101912227,MCNAMARA EL,405,43.400002,907,97.099998,679,72.699997,37,4.0,'EE - 05
82.0,61.0,96.0,85.0,67.0,97.0,101912228,RIVER OAKS EL,336,49.900002,52,7.6999998,40,5.9000001,28,4.1999998,'KG - 05
85.0,64.0,97.0,83.0,64.0,98.0,101912229,ROBERTS EL,365,48.299999,112,14.8,118,15.6,32,4.1999998,'EE - 05
