Meets/Tests Rate,Masters/Test Rate,Approaches/Test Rate,Meets/ELA-Reading,Masters/ELA-Reading,Approaches/ELA-Reading,CAMPUSID
61.0,39.0,89.0,57.0,35.0,86.0,199901111
70.0,41.0,93.0,66.0,42.0,93.0,199901112
62.0,34.0,88.0,61.0,31.0,88.0,199901113
64.0,35.0,90.0,64.0,35.0,89.0,199901114
73.0,50.0,92.0,68.0,48.0,91.0,199901115
59.0,22.0,81.0,54.0,9.0,72.0,199902002
46.0,19.0,77.0,52.0,27.0,82.0,199902041
48.0,23.0,83.0,46.0,23.0,82.0,199902042
48.0,26.0,81.0,44.0,24.0,79.0,199902043
41.0,18.0,73.0,39.0,18.0,74.0,199902102
44.0,21.0,74.0,37.0,21.0,73.0,199902104
51.0,27.0,83.0,49.0,25.0,84.0,199902105
47.0,24.0,79.0,43.0,23.0,79.0,199902106
48.0,16.0,76.0,44.0,3.0,66.0,200901001
34.0,14.0,67.0,38.0,23.0,68.0,200901041
47.0,22.0,84.0,49.0,20.0,86.0,200901101
70.0,33.0,90.0,70.0,28.0,86.0,200902001
0.0,0.0,0.0,0.0,0.0,0.0,200902002
69.0,41.0,95.0,64.0,35.0,96.0,200902101
43.0,14.0,75.0,45.0,6.0,71.0,200904001
28.0,9.0,62.0,28.0,13.0,63.0,200904041
43.0,24.0,75.0,38.0,20.0,81.0,200904101
49.0,12.0,82.0,49.0,13.0,81.0,200906101
61.0,24.0,85.0,56.0,13.0,76.0,201902001
42.0,19.0,74.0,44.0,21.0,75.0,201902041
53.0,25.0,84.0,53.0,25.0,87.0,201902108
46.0,25.0,72.0,42.0,23.0,69.0,201902109
50.0,25.0,79.0,41.0,18.0,71.0,201903001
74.0,29.0,89.0,69.0,19.0,85.0,201904001
46.0,22.0,82.0,35.0,19.0,79.0,201904041
36.0,17.0,72.0,40.0,8.0,81.0,201904101
44.0,14.0,78.0,43.0,14.0,74.0,201907001
43.0,22.0,81.0,51.0,21.0,86.0,201907101
44.0,17.0,79.0,41.0,10.0,71.0,201908001
35.0,16.0,75.0,37.0,19.0,80.0,201908101
65.0,22.0,86.0,64.0,15.0,80.0,201910002
52.0,21.0,83.0,54.0,26.0,87.0,201910041
61.0,32.0,89.0,58.0,27.0,89.0,201910102
30.0,10.0,68.0,30.0,10.0,65.0,201913001
58.0,20.0,76.0,46.0,8.0,64.0,201914001
36.0,15.0,76.0,39.0,18.0,74.0,201914041
41.0,19.0,79.0,44.0,21.0,85.0,201914104
50.0,15.0,78.0,46.0,6.0,65.0,202903001
37.0,15.0,76.0,39.0,16.0,80.0,202903041
32.0,11.0,68.0,32.0,16.0,68.0,202903101
41.0,15.0,73.0,39.0,17.0,66.0,202905002
43.0,22.0,74.0,36.0,20.0,73.0,202905102
27.0,7.0,61.0,26.0,6.0,53.0,203901002
19.0,10.0,50.0,18.0,10.0,53.0,203901102
37.0,16.0,68.0,38.0,13.0,68.0,203902001
42.0,19.0,78.0,39.0,17.0,75.0,203902101
40.0,10.0,65.0,38.0,4.0,59.0,204901001
31.0,13.0,65.0,35.0,16.0,63.0,204901041
26.0,11.0,60.0,26.0,13.0,58.0,204901103
46.0,13.0,76.0,39.0,2.0,67.0,204904001
22.0,7.0,56.0,20.0,7.0,52.0,204904041
22.0,7.0,53.0,19.0,6.0,52.0,204904102
54.0,22.0,75.0,40.0,5.0,64.0,205901001
34.0,12.0,71.0,36.0,16.0,74.0,205901041
39.0,17.0,78.0,43.0,19.0,76.0,205901102
42.0,17.0,78.0,41.0,15.0,86.0,205901104
57.0,20.0,81.0,49.0,9.0,71.0,205902001
54.0,26.0,82.0,53.0,29.0,81.0,205902041
41.0,20.0,74.0,41.0,21.0,79.0,205902101
50.0,29.0,81.0,52.0,27.0,83.0,205902102
63.0,36.0,90.0,65.0,36.0,91.0,205902103
44.0,22.0,78.0,48.0,25.0,77.0,205902104
54.0,16.0,83.0,49.0,6.0,75.0,205903001
55.0,25.0,85.0,54.0,28.0,86.0,205903042
43.0,18.0,80.0,37.0,15.0,76.0,205903103
34.0,16.0,72.0,35.0,20.0,75.0,205903104
43.0,12.0,77.0,45.0,5.0,73.0,205904001
38.0,17.0,71.0,45.0,23.0,71.0,205904041
47.0,21.0,88.0,44.0,23.0,86.0,205904102
51.0,10.0,79.0,48.0,4.0,70.0,205905001
51.0,19.0,82.0,51.0,20.0,82.0,205905041
39.0,18.0,80.0,46.0,26.0,87.0,205905101
49.0,17.0,74.0,37.0,7.0,60.0,205906001
0.0,0.0,0.0,0.0,0.0,0.0,205906002
39.0,19.0,67.0,37.0,20.0,65.0,205906041
41.0,21.0,76.0,39.0,22.0,77.0,205906105
30.0,7.0,63.0,20.0,1.0,44.0,205907001
26.0,7.0,59.0,21.0,8.0,54.0,205907041
22.0,7.0,57.0,24.0,8.0,59.0,205907101
65.0,16.0,84.0,55.0,2.0,74.0,206901001
47.0,22.0,83.0,37.0,20.0,79.0,206901041
33.0,13.0,69.0,38.0,16.0,72.0,206901101
37.0,9.0,70.0,37.0,8.0,67.0,206902001
54.0,23.0,87.0,59.0,25.0,88.0,206903001
42.0,9.0,68.0,36.0,3.0,51.0,207901001
49.0,20.0,83.0,48.0,20.0,83.0,207901041
45.0,19.0,72.0,52.0,23.0,79.0,207901101
28.0,9.0,58.0,29.0,7.0,53.0,208901001
40.0,11.0,65.0,31.0,3.0,54.0,208902001
29.0,13.0,60.0,33.0,16.0,63.0,208902041
35.0,18.0,73.0,29.0,16.0,70.0,208902109
36.0,20.0,67.0,33.0,16.0,66.0,208902110
68.0,32.0,93.0,68.0,29.0,93.0,208903001
55.0,20.0,86.0,50.0,13.0,84.0,209901001
39.0,18.0,81.0,34.0,20.0,80.0,209901101
32.0,9.0,65.0,39.0,9.0,65.0,209902001
49.0,13.0,76.0,40.0,4.0,64.0,210901001
23.0,11.0,60.0,8.0,0.0,40.0,210901002
40.0,14.0,76.0,35.0,16.0,70.0,210901041
36.0,18.0,80.0,29.0,17.0,74.0,210901101
39.0,16.0,80.0,42.0,17.0,82.0,210901102
54.0,15.0,88.0,58.0,5.0,81.0,210902001
49.0,22.0,78.0,53.0,33.0,81.0,210902041
52.0,25.0,84.0,49.0,26.0,87.0,210902102
54.0,22.0,84.0,53.0,20.0,81.0,210903002
37.0,12.0,70.0,35.0,8.0,68.0,210904002
40.0,13.0,77.0,36.0,11.0,73.0,210905001
36.0,17.0,74.0,39.0,24.0,74.0,210906101
47.0,22.0,89.0,49.0,26.0,94.0,211901101
54.0,14.0,82.0,51.0,5.0,75.0,211902001
46.0,24.0,79.0,48.0,26.0,84.0,211902041
39.0,19.0,69.0,37.0,19.0,74.0,211902102
53.0,13.0,80.0,51.0,6.0,74.0,212801001
44.0,18.0,78.0,44.0,19.0,78.0,212801041
37.0,15.0,74.0,39.0,20.0,80.0,212801101
38.0,19.0,82.0,54.0,29.0,87.0,212801102
57.0,28.0,86.0,64.0,27.0,88.0,212804001
73.0,40.0,94.0,79.0,43.0,95.0,212804102
65.0,31.0,92.0,70.0,34.0,94.0,212804103
57.0,20.0,82.0,55.0,8.0,70.0,212901001
51.0,20.0,81.0,55.0,26.0,80.0,212901041
41.0,21.0,77.0,37.0,19.0,76.0,212901101
69.0,27.0,87.0,66.0,14.0,83.0,212902001
65.0,33.0,89.0,66.0,37.0,89.0,212902041
54.0,27.0,85.0,54.0,26.0,87.0,212902101
70.0,40.0,94.0,60.0,32.0,92.0,212902102
73.0,35.0,89.0,68.0,21.0,82.0,212903001
74.0,47.0,93.0,72.0,45.0,92.0,212903041
57.0,34.0,87.0,53.0,31.0,82.0,212903101
60.0,36.0,86.0,48.0,27.0,81.0,212903102
63.0,34.0,87.0,60.0,32.0,87.0,212903103
73.0,31.0,89.0,63.0,14.0,82.0,212904002
52.0,25.0,84.0,57.0,29.0,84.0,212904041
56.0,29.0,86.0,55.0,30.0,86.0,212904102
58.0,22.0,79.0,53.0,12.0,71.0,212905001
37.0,8.0,67.0,28.0,2.0,52.0,212905003
90.0,44.0,99.0,88.0,25.0,98.0,212905006
9.0,0.0,41.0,5.0,0.0,23.0,212905010
26.0,9.0,64.0,25.0,10.0,62.0,212905041
22.0,8.0,57.0,21.0,9.0,57.0,212905043
44.0,20.0,76.0,46.0,24.0,74.0,212905044
45.0,22.0,73.0,41.0,21.0,70.0,212905045
46.0,22.0,76.0,47.0,24.0,76.0,212905049
24.0,12.0,52.0,19.0,8.0,50.0,212905101
50.0,24.0,77.0,49.0,27.0,78.0,212905102
50.0,28.0,82.0,45.0,26.0,79.0,212905103
50.0,22.0,79.0,40.0,19.0,74.0,212905104
39.0,17.0,68.0,41.0,19.0,70.0,212905106
40.0,20.0,74.0,36.0,16.0,74.0,212905107
42.0,19.0,79.0,33.0,15.0,75.0,212905108
51.0,28.0,82.0,53.0,31.0,85.0,212905109
53.0,29.0,83.0,58.0,35.0,87.0,212905110
35.0,19.0,64.0,30.0,16.0,63.0,212905111
23.0,9.0,59.0,20.0,7.0,56.0,212905112
32.0,13.0,70.0,32.0,13.0,71.0,212905114
28.0,10.0,61.0,25.0,8.0,59.0,212905115
34.0,18.0,64.0,29.0,14.0,65.0,212905116
43.0,21.0,73.0,46.0,24.0,74.0,212905117
52.0,32.0,79.0,51.0,31.0,79.0,212905119
62.0,39.0,88.0,60.0,38.0,89.0,212905125
66.0,28.0,85.0,59.0,13.0,77.0,212906001
65.0,34.0,91.0,64.0,38.0,91.0,212906041
58.0,28.0,85.0,46.0,20.0,77.0,212906042
73.0,47.0,95.0,70.0,42.0,95.0,212906111
57.0,33.0,84.0,56.0,33.0,83.0,212906112
65.0,40.0,89.0,66.0,37.0,90.0,212906113
77.0,48.0,97.0,73.0,44.0,98.0,212906114
44.0,12.0,74.0,41.0,6.0,64.0,212909001
33.0,13.0,69.0,39.0,19.0,70.0,212909042
42.0,20.0,74.0,43.0,22.0,72.0,212909101
38.0,17.0,74.0,35.0,15.0,71.0,212909102
36.0,14.0,65.0,35.0,14.0,64.0,212909103
38.0,9.0,66.0,32.0,2.0,56.0,212910001
25.0,9.0,63.0,31.0,15.0,66.0,212910041
39.0,16.0,78.0,39.0,19.0,79.0,212910101
27.0,14.0,56.0,12.0,0.0,38.0,213801001
69.0,28.0,89.0,61.0,14.0,80.0,213901001
55.0,25.0,86.0,57.0,28.0,88.0,213901041
61.0,34.0,88.0,62.0,33.0,91.0,213901102
42.0,13.0,65.0,33.0,4.0,50.0,214901001
43.0,13.0,67.0,29.0,3.0,49.0,214901003
70.0,27.0,93.0,64.0,9.0,87.0,214901005
34.0,13.0,67.0,32.0,13.0,65.0,214901041
34.0,13.0,68.0,30.0,13.0,63.0,214901042
39.0,15.0,71.0,38.0,16.0,70.0,214901044
31.0,13.0,64.0,30.0,13.0,68.0,214901102
43.0,18.0,76.0,35.0,15.0,75.0,214901103
41.0,17.0,77.0,32.0,13.0,71.0,214901104
53.0,24.0,81.0,49.0,24.0,80.0,214901105
54.0,25.0,87.0,60.0,30.0,89.0,214901107
45.0,18.0,76.0,42.0,19.0,75.0,214901108
51.0,27.0,75.0,49.0,27.0,73.0,214901110
53.0,24.0,86.0,50.0,25.0,84.0,214901111
41.0,14.0,81.0,44.0,14.0,85.0,214901112
58.0,9.0,80.0,61.0,5.0,74.0,214902001
33.0,14.0,71.0,35.0,15.0,69.0,214902101
40.0,12.0,67.0,34.0,4.0,55.0,214903001
49.0,23.0,77.0,40.0,19.0,72.0,214903041
40.0,16.0,71.0,32.0,14.0,62.0,214903042
85.0,57.0,96.0,80.0,57.0,96.0,214903103
79.0,48.0,92.0,71.0,35.0,91.0,214903105
85.0,48.0,98.0,84.0,51.0,98.0,214903106
67.0,40.0,97.0,63.0,39.0,97.0,214903108
47.0,18.0,87.0,46.0,18.0,88.0,214903109
69.0,35.0,90.0,70.0,39.0,90.0,214903110
43.0,13.0,71.0,39.0,5.0,57.0,215901001
34.0,12.0,68.0,39.0,16.0,68.0,215901041
32.0,11.0,67.0,30.0,13.0,66.0,215901102
35.0,14.0,72.0,36.0,14.0,74.0,215901103
48.0,19.0,78.0,50.0,21.0,75.0,216901001
0.0,0.0,0.0,0.0,0.0,0.0,216901002
0.0,0.0,0.0,0.0,0.0,0.0,216901005
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,216901180
53.0,18.0,76.0,52.0,13.0,71.0,217901001
31.0,14.0,63.0,29.0,16.0,63.0,217901101
52.0,17.0,75.0,46.0,7.0,64.0,218901001
60.0,28.0,90.0,59.0,32.0,87.0,218901041
49.0,20.0,86.0,45.0,18.0,85.0,218901103
69.0,30.0,90.0,69.0,26.0,89.0,219901001
52.0,23.0,81.0,52.0,23.0,80.0,219901101
33.0,9.0,67.0,33.0,5.0,57.0,219903001
36.0,14.0,69.0,33.0,16.0,69.0,219903041
22.0,9.0,50.0,20.0,8.0,48.0,219903102
47.0,20.0,83.0,45.0,14.0,79.0,219905001
31.0,13.0,69.0,29.0,14.0,74.0,219905101
64.0,33.0,89.0,67.0,26.0,90.0,220801001
72.0,40.0,93.0,71.0,43.0,94.0,220802040
64.0,40.0,91.0,68.0,45.0,93.0,220802102
72.0,35.0,95.0,83.0,42.0,97.0,220809001
64.0,38.0,92.0,70.0,48.0,96.0,220809101
82.0,52.0,96.0,87.0,51.0,98.0,220810001
32.0,13.0,72.0,40.0,21.0,77.0,220811101
59.0,33.0,88.0,63.0,39.0,92.0,220814101
36.0,17.0,68.0,38.0,22.0,70.0,220815101
46.0,20.0,79.0,46.0,16.0,77.0,220817001
40.0,15.0,77.0,47.0,18.0,79.0,220817002
50.0,32.0,82.0,49.0,36.0,83.0,220817003
32.0,9.0,69.0,31.0,9.0,73.0,220817004
48.0,22.0,77.0,48.0,26.0,75.0,220817005
51.0,20.0,86.0,61.0,34.0,89.0,220817006
39.0,15.0,74.0,45.0,21.0,78.0,220819001
31.0,12.0,62.0,36.0,15.0,70.0,220819002
58.0,22.0,76.0,48.0,8.0,64.0,220901001
40.0,10.0,67.0,33.0,3.0,54.0,220901002
45.0,13.0,68.0,38.0,6.0,55.0,220901003
50.0,16.0,74.0,44.0,7.0,64.0,220901004
68.0,31.0,84.0,64.0,19.0,78.0,220901005
22.0,6.0,51.0,11.0,0.0,28.0,220901006
0.0,0.0,0.0,0.0,0.0,0.0,220901007
17.0,5.0,54.0,3.0,2.0,30.0,220901008
57.0,22.0,77.0,49.0,10.0,66.0,220901009
94.0,42.0,99.0,93.0,21.0,99.0,220901011
33.0,13.0,66.0,34.0,14.0,67.0,220901041
59.0,34.0,85.0,59.0,34.0,85.0,220901045
46.0,22.0,75.0,47.0,25.0,77.0,220901047
46.0,22.0,78.0,47.0,26.0,79.0,220901048
60.0,35.0,84.0,61.0,39.0,86.0,220901049
34.0,15.0,65.0,37.0,18.0,69.0,220901050
60.0,32.0,84.0,60.0,34.0,86.0,220901051
45.0,21.0,76.0,52.0,28.0,81.0,220901052
36.0,13.0,71.0,43.0,18.0,77.0,220901053
54.0,28.0,82.0,56.0,32.0,86.0,220901055
27.0,11.0,65.0,24.0,10.0,63.0,220901101
34.0,15.0,66.0,35.0,17.0,68.0,220901102
27.0,10.0,66.0,26.0,9.0,64.0,220901103
68.0,39.0,90.0,68.0,44.0,89.0,220901104
27.0,8.0,66.0,24.0,8.0,62.0,220901109
36.0,17.0,71.0,33.0,14.0,69.0,220901110
29.0,12.0,66.0,27.0,12.0,63.0,220901111
27.0,10.0,61.0,26.0,11.0,63.0,220901112
46.0,24.0,74.0,43.0,22.0,75.0,220901113
28.0,10.0,66.0,26.0,9.0,61.0,220901114
28.0,10.0,64.0,28.0,11.0,64.0,220901116
52.0,29.0,84.0,55.0,32.0,83.0,220901117
36.0,16.0,68.0,37.0,16.0,67.0,220901119
37.0,17.0,74.0,35.0,19.0,72.0,220901120
39.0,19.0,70.0,37.0,19.0,69.0,220901121
26.0,11.0,60.0,31.0,13.0,62.0,220901123
49.0,23.0,80.0,53.0,24.0,81.0,220901124
45.0,21.0,73.0,41.0,22.0,70.0,220901125
34.0,16.0,67.0,34.0,18.0,66.0,220901126
44.0,26.0,80.0,44.0,28.0,81.0,220901128
68.0,43.0,90.0,68.0,44.0,91.0,220901129
71.0,46.0,89.0,66.0,44.0,86.0,220901130
30.0,14.0,63.0,29.0,15.0,64.0,220901131
37.0,18.0,73.0,29.0,16.0,71.0,220901132
49.0,28.0,76.0,46.0,28.0,75.0,220901133
30.0,12.0,65.0,32.0,12.0,68.0,220901134
43.0,20.0,74.0,47.0,24.0,76.0,220901135
54.0,31.0,81.0,50.0,29.0,79.0,220901136
60.0,36.0,88.0,65.0,41.0,89.0,220901137
35.0,15.0,70.0,34.0,15.0,70.0,220901140
41.0,18.0,76.0,41.0,19.0,78.0,220901141
33.0,11.0,68.0,32.0,13.0,66.0,220901142
45.0,25.0,75.0,43.0,22.0,74.0,220901143
53.0,27.0,83.0,55.0,30.0,86.0,220901144
39.0,19.0,71.0,36.0,15.0,70.0,220901145
57.0,30.0,85.0,54.0,32.0,84.0,220901146
56.0,30.0,87.0,56.0,32.0,88.0,220901147
28.0,10.0,60.0,25.0,9.0,55.0,220901148
47.0,25.0,76.0,45.0,26.0,78.0,220901149
33.0,16.0,71.0,31.0,15.0,71.0,220901150
35.0,18.0,67.0,39.0,21.0,70.0,220901151
56.0,32.0,85.0,54.0,29.0,82.0,220901152
31.0,16.0,67.0,32.0,18.0,64.0,220901153
63.0,34.0,87.0,58.0,31.0,83.0,220901154
32.0,13.0,68.0,33.0,12.0,68.0,220901155
32.0,14.0,68.0,30.0,12.0,65.0,220901157
51.0,26.0,83.0,52.0,28.0,83.0,220901158
38.0,14.0,73.0,35.0,11.0,70.0,220901159
29.0,12.0,61.0,23.0,10.0,57.0,220901160
40.0,20.0,70.0,37.0,20.0,68.0,220901161
34.0,15.0,63.0,35.0,15.0,61.0,220901162
39.0,20.0,72.0,45.0,26.0,77.0,220901163
29.0,14.0,64.0,28.0,14.0,66.0,220901164
42.0,17.0,73.0,43.0,20.0,73.0,220901165
50.0,17.0,73.0,44.0,6.0,63.0,220902001
66.0,29.0,82.0,58.0,13.0,73.0,220902002
68.0,32.0,84.0,57.0,13.0,75.0,220902010
17.0,5.0,47.0,13.0,2.0,33.0,220902012
46.0,20.0,81.0,40.0,18.0,79.0,220902041
49.0,22.0,79.0,46.0,23.0,75.0,220902042
40.0,16.0,74.0,35.0,16.0,70.0,220902043
40.0,16.0,73.0,38.0,18.0,68.0,220902044
48.0,20.0,79.0,51.0,25.0,78.0,220902045
78.0,52.0,95.0,72.0,44.0,93.0,220902046
62.0,32.0,87.0,55.0,32.0,86.0,220902047
42.0,21.0,78.0,48.0,22.0,80.0,220902101
39.0,16.0,81.0,41.0,17.0,85.0,220902102
42.0,18.0,74.0,40.0,20.0,77.0,220902103
39.0,18.0,76.0,40.0,21.0,78.0,220902104
51.0,30.0,83.0,45.0,28.0,80.0,220902105
48.0,27.0,84.0,42.0,23.0,84.0,220902106
67.0,37.0,91.0,69.0,45.0,91.0,220902107
56.0,29.0,90.0,57.0,28.0,92.0,220902108
49.0,25.0,80.0,43.0,23.0,77.0,220902109
49.0,25.0,83.0,47.0,23.0,79.0,220902110
46.0,19.0,82.0,42.0,19.0,81.0,220902111
50.0,23.0,81.0,52.0,28.0,87.0,220902112
42.0,20.0,76.0,45.0,25.0,81.0,220902113
66.0,38.0,93.0,65.0,34.0,94.0,220902114
68.0,42.0,87.0,66.0,44.0,89.0,220902115
53.0,27.0,81.0,58.0,30.0,84.0,220902116
46.0,22.0,75.0,43.0,21.0,77.0,220902117
65.0,37.0,90.0,64.0,43.0,90.0,220902118
52.0,29.0,83.0,42.0,24.0,79.0,220902119
72.0,46.0,93.0,73.0,48.0,95.0,220902120
58.0,32.0,87.0,62.0,38.0,89.0,220902121
43.0,10.0,73.0,38.0,3.0,61.0,220904001
21.0,1.0,58.0,17.0,0.0,36.0,220904003
40.0,16.0,75.0,44.0,20.0,78.0,220904041
34.0,15.0,73.0,30.0,13.0,67.0,220904042
46.0,19.0,81.0,47.0,20.0,83.0,220904101
45.0,22.0,76.0,46.0,26.0,74.0,220904102
36.0,16.0,73.0,35.0,20.0,72.0,220904103
38.0,17.0,69.0,39.0,16.0,71.0,220904104
31.0,13.0,67.0,33.0,14.0,73.0,220904105
23.0,7.0,52.0,19.0,8.0,51.0,220904106
35.0,9.0,65.0,27.0,0.0,52.0,220905001
42.0,11.0,72.0,36.0,3.0,61.0,220905002
38.0,9.0,68.0,28.0,1.0,54.0,220905003
23.0,5.0,55.0,19.0,2.0,43.0,220905004
31.0,6.0,59.0,24.0,2.0,45.0,220905005
30.0,7.0,60.0,23.0,2.0,46.0,220905006
38.0,8.0,67.0,31.0,2.0,54.0,220905008
33.0,10.0,60.0,18.0,0.0,42.0,220905009
50.0,17.0,74.0,48.0,8.0,66.0,220905010
53.0,14.0,82.0,45.0,3.0,72.0,220905011
40.0,11.0,63.0,28.0,2.0,46.0,220905014
35.0,10.0,63.0,24.0,2.0,46.0,220905015
33.0,8.0,62.0,22.0,1.0,46.0,220905016
0.0,0.0,0.0,0.0,0.0,0.0,220905018
0.0,0.0,0.0,0.0,0.0,0.0,220905019
19.0,4.0,52.0,7.0,0.0,24.0,220905021
0.0,0.0,0.0,0.0,0.0,0.0,220905024
0.0,0.0,0.0,0.0,0.0,0.0,220905026
0.0,0.0,0.0,0.0,0.0,0.0,220905040
33.0,12.0,63.0,33.0,12.0,63.0,220905042
25.0,8.0,64.0,24.0,12.0,57.0,220905043
30.0,11.0,63.0,32.0,13.0,64.0,220905044
29.0,10.0,62.0,33.0,11.0,65.0,220905045
24.0,8.0,57.0,31.0,11.0,63.0,220905047
21.0,5.0,54.0,28.0,9.0,59.0,220905048
29.0,7.0,64.0,27.0,7.0,60.0,220905049
47.0,24.0,76.0,52.0,26.0,82.0,220905050
30.0,9.0,67.0,32.0,14.0,67.0,220905051
32.0,10.0,65.0,35.0,10.0,65.0,220905052
31.0,11.0,66.0,38.0,17.0,69.0,220905053
20.0,5.0,54.0,24.0,9.0,55.0,220905054
50.0,21.0,84.0,58.0,27.0,87.0,220905055
26.0,9.0,64.0,31.0,12.0,67.0,220905056
33.0,12.0,68.0,39.0,10.0,73.0,220905057
43.0,18.0,77.0,47.0,21.0,79.0,220905058
16.0,5.0,46.0,19.0,7.0,51.0,220905059
32.0,11.0,64.0,38.0,13.0,71.0,220905060
22.0,6.0,54.0,26.0,8.0,56.0,220905061
18.0,0.0,38.0,11.0,0.0,11.0,220905062
26.0,11.0,61.0,36.0,16.0,69.0,220905063
22.0,7.0,62.0,21.0,9.0,57.0,220905064
0.0,0.0,0.0,0.0,0.0,0.0,220905066
22.0,7.0,61.0,20.0,7.0,51.0,220905067
43.0,20.0,75.0,41.0,21.0,70.0,220905069
25.0,8.0,60.0,29.0,11.0,65.0,220905070
45.0,18.0,73.0,43.0,13.0,69.0,220905071
74.0,31.0,96.0,80.0,31.0,98.0,220905081
86.0,34.0,98.0,82.0,20.0,94.0,220905082
53.0,15.0,85.0,49.0,10.0,78.0,220905083
54.0,19.0,86.0,61.0,21.0,86.0,220905084
77.0,30.0,96.0,77.0,16.0,93.0,220905085
78.0,29.0,95.0,72.0,18.0,92.0,220905086
90.0,28.0,98.0,91.0,25.0,97.0,220905087
58.0,32.0,85.0,64.0,41.0,90.0,220905101
46.0,24.0,80.0,49.0,27.0,80.0,220905103
74.0,8.0,74.0,72.0,6.0,72.0,220905104
24.0,9.0,54.0,24.0,10.0,60.0,220905105
64.0,37.0,87.0,67.0,41.0,90.0,220905107
27.0,10.0,60.0,31.0,11.0,63.0,220905110
27.0,9.0,55.0,31.0,10.0,56.0,220905111
40.0,18.0,72.0,41.0,17.0,74.0,220905114
28.0,11.0,62.0,31.0,11.0,66.0,220905115
60.0,38.0,86.0,65.0,49.0,90.0,220905116
33.0,15.0,65.0,32.0,17.0,68.0,220905117
30.0,14.0,61.0,33.0,19.0,63.0,220905118
30.0,10.0,65.0,32.0,12.0,62.0,220905119
21.0,10.0,51.0,23.0,12.0,53.0,220905120
43.0,22.0,75.0,41.0,23.0,80.0,220905121
40.0,18.0,72.0,40.0,21.0,73.0,220905122
30.0,12.0,62.0,27.0,11.0,58.0,220905123
23.0,10.0,59.0,24.0,12.0,62.0,220905124
32.0,12.0,63.0,32.0,15.0,64.0,220905125
30.0,15.0,66.0,33.0,13.0,69.0,220905126
30.0,13.0,63.0,33.0,16.0,63.0,220905127
25.0,11.0,59.0,27.0,13.0,61.0,220905129
22.0,7.0,60.0,25.0,7.0,63.0,220905130
34.0,14.0,68.0,33.0,14.0,69.0,220905131
42.0,20.0,74.0,46.0,21.0,80.0,220905132
33.0,13.0,69.0,38.0,15.0,73.0,220905133
34.0,15.0,67.0,33.0,15.0,69.0,220905134
18.0,7.0,51.0,20.0,9.0,55.0,220905135
29.0,13.0,63.0,32.0,13.0,63.0,220905137
35.0,14.0,67.0,40.0,20.0,69.0,220905138
33.0,13.0,66.0,34.0,15.0,65.0,220905139
43.0,19.0,75.0,36.0,17.0,72.0,220905141
33.0,12.0,70.0,30.0,13.0,71.0,220905143
24.0,11.0,56.0,19.0,10.0,49.0,220905144
33.0,15.0,71.0,31.0,16.0,71.0,220905146
28.0,13.0,58.0,30.0,16.0,60.0,220905147
31.0,12.0,64.0,34.0,17.0,66.0,220905148
56.0,33.0,82.0,65.0,43.0,86.0,220905149
47.0,25.0,78.0,44.0,24.0,77.0,220905150
40.0,20.0,67.0,42.0,24.0,64.0,220905151
29.0,13.0,61.0,32.0,14.0,66.0,220905152
18.0,8.0,53.0,22.0,9.0,64.0,220905153
35.0,16.0,66.0,35.0,17.0,69.0,220905154
50.0,26.0,82.0,56.0,35.0,86.0,220905156
38.0,19.0,71.0,44.0,23.0,77.0,220905157
31.0,12.0,62.0,30.0,12.0,63.0,220905159
27.0,7.0,55.0,30.0,8.0,56.0,220905160
31.0,12.0,65.0,31.0,12.0,66.0,220905161
31.0,13.0,65.0,31.0,13.0,65.0,220905162
41.0,17.0,75.0,48.0,22.0,79.0,220905163
37.0,19.0,70.0,37.0,18.0,71.0,220905165
51.0,23.0,81.0,49.0,23.0,82.0,220905166
26.0,10.0,62.0,26.0,12.0,65.0,220905167
35.0,16.0,73.0,28.0,13.0,70.0,220905168
19.0,7.0,52.0,26.0,11.0,58.0,220905169
87.0,63.0,97.0,89.0,71.0,98.0,220905171
32.0,13.0,67.0,30.0,13.0,67.0,220905172
42.0,17.0,78.0,45.0,21.0,80.0,220905175
40.0,23.0,71.0,40.0,23.0,73.0,220905176
53.0,29.0,83.0,55.0,31.0,83.0,220905177
23.0,9.0,55.0,27.0,13.0,59.0,220905178
22.0,8.0,52.0,26.0,10.0,57.0,220905180
45.0,22.0,79.0,45.0,23.0,79.0,220905184
43.0,19.0,79.0,44.0,20.0,79.0,220905186
30.0,14.0,60.0,36.0,19.0,66.0,220905187
32.0,12.0,65.0,34.0,16.0,64.0,220905188
41.0,19.0,73.0,39.0,22.0,75.0,220905190
53.0,32.0,81.0,57.0,35.0,84.0,220905194
37.0,18.0,72.0,44.0,21.0,76.0,220905206
63.0,37.0,89.0,65.0,39.0,91.0,220905207
28.0,12.0,64.0,25.0,10.0,62.0,220905208
31.0,13.0,59.0,24.0,10.0,56.0,220905209
0.0,0.0,0.0,0.0,0.0,0.0,220905212
32.0,15.0,64.0,31.0,15.0,66.0,220905216
35.0,13.0,73.0,36.0,15.0,78.0,220905219
32.0,12.0,66.0,36.0,16.0,69.0,220905220
28.0,13.0,60.0,27.0,13.0,57.0,220905222
33.0,13.0,68.0,34.0,14.0,74.0,220905223
51.0,25.0,84.0,50.0,23.0,84.0,220905225
21.0,7.0,54.0,20.0,6.0,55.0,220905226
32.0,14.0,65.0,30.0,13.0,63.0,220905227
