Meets/Tests Rate,Masters/Test Rate,Approaches/Test Rate,Meets/ELA-Reading,Masters/ELA-Reading,Approaches/ELA-Reading,CAMPUSID
46.0,20.0,87.0,47.0,22.0,90.0,107905103
59.0,15.0,81.0,52.0,5.0,65.0,107906001
0.0,0.0,0.0,0.0,0.0,0.0,107906002
54.0,21.0,88.0,52.0,27.0,88.0,107906041
72.0,40.0,95.0,69.0,39.0,95.0,107906102
76.0,37.0,98.0,88.0,54.0,100.0,107906104
51.0,23.0,73.0,52.0,18.0,71.0,107907001
41.0,17.0,71.0,44.0,22.0,73.0,107908101
61.0,16.0,83.0,59.0,2.0,75.0,107910001
42.0,15.0,81.0,42.0,16.0,81.0,107910041
44.0,20.0,80.0,59.0,32.0,88.0,107910101
47.0,20.0,81.0,47.0,19.0,76.0,108802101
47.0,22.0,80.0,49.0,31.0,79.0,108802102
41.0,17.0,75.0,40.0,19.0,73.0,108802103
18.0,4.0,49.0,12.0,0.0,28.0,108804001
29.0,6.0,60.0,24.0,1.0,44.0,108804002
29.0,9.0,66.0,15.0,1.0,45.0,108804003
26.0,6.0,65.0,21.0,0.0,43.0,108804004
56.0,23.0,85.0,58.0,20.0,83.0,108807001
77.0,43.0,95.0,74.0,36.0,93.0,108807002
67.0,34.0,90.0,67.0,29.0,89.0,108807003
58.0,25.0,87.0,54.0,19.0,83.0,108807004
60.0,27.0,87.0,56.0,22.0,82.0,108807005
52.0,24.0,82.0,52.0,23.0,78.0,108807006
59.0,29.0,87.0,55.0,22.0,81.0,108807007
53.0,23.0,82.0,56.0,21.0,82.0,108807008
69.0,36.0,90.0,65.0,32.0,88.0,108807009
60.0,26.0,85.0,59.0,23.0,82.0,108807010
79.0,47.0,96.0,76.0,42.0,94.0,108807011
63.0,29.0,89.0,60.0,24.0,85.0,108807012
67.0,31.0,91.0,64.0,24.0,89.0,108807013
60.0,30.0,87.0,53.0,19.0,80.0,108807014
52.0,22.0,81.0,53.0,20.0,79.0,108807015
34.0,16.0,68.0,33.0,15.0,68.0,108807016
62.0,34.0,84.0,51.0,30.0,78.0,108807017
75.0,40.0,90.0,71.0,20.0,85.0,108807018
56.0,24.0,86.0,45.0,20.0,82.0,108807019
71.0,37.0,93.0,68.0,28.0,92.0,108807020
72.0,33.0,94.0,72.0,31.0,92.0,108807021
56.0,24.0,85.0,60.0,21.0,85.0,108807022
46.0,15.0,79.0,47.0,12.0,76.0,108807023
50.0,19.0,82.0,48.0,19.0,79.0,108807024
44.0,19.0,79.0,46.0,22.0,80.0,108807025
68.0,38.0,91.0,68.0,35.0,92.0,108807026
29.0,10.0,60.0,32.0,14.0,61.0,108807027
56.0,27.0,85.0,53.0,26.0,82.0,108807028
47.0,23.0,80.0,43.0,25.0,77.0,108807029
44.0,17.0,78.0,32.0,14.0,66.0,108807030
63.0,30.0,88.0,56.0,20.0,82.0,108807035
54.0,23.0,85.0,53.0,19.0,84.0,108807036
48.0,23.0,78.0,47.0,20.0,76.0,108807037
54.0,24.0,79.0,45.0,17.0,72.0,108807038
47.0,19.0,81.0,40.0,20.0,77.0,108807039
44.0,22.0,77.0,35.0,16.0,68.0,108807040
37.0,13.0,78.0,26.0,10.0,67.0,108807083
56.0,25.0,84.0,49.0,22.0,78.0,108807084
44.0,20.0,76.0,46.0,21.0,81.0,108807101
55.0,29.0,86.0,58.0,34.0,88.0,108807102
41.0,18.0,75.0,44.0,19.0,77.0,108807103
52.0,28.0,86.0,53.0,27.0,88.0,108807104
50.0,28.0,79.0,46.0,26.0,77.0,108807105
43.0,20.0,77.0,42.0,20.0,79.0,108807106
45.0,24.0,77.0,43.0,22.0,80.0,108807107
42.0,22.0,75.0,39.0,22.0,74.0,108807108
51.0,28.0,83.0,50.0,30.0,88.0,108807109
49.0,25.0,85.0,49.0,29.0,86.0,108807110
55.0,30.0,84.0,54.0,33.0,89.0,108807111
55.0,26.0,84.0,58.0,28.0,87.0,108807112
50.0,28.0,84.0,48.0,28.0,83.0,108807113
50.0,29.0,81.0,51.0,35.0,82.0,108807114
45.0,22.0,77.0,47.0,27.0,80.0,108807115
51.0,26.0,88.0,44.0,22.0,91.0,108807116
54.0,31.0,87.0,56.0,34.0,89.0,108807120
60.0,32.0,89.0,64.0,35.0,92.0,108807121
42.0,20.0,75.0,44.0,22.0,78.0,108807122
39.0,19.0,74.0,37.0,18.0,72.0,108807123
34.0,17.0,64.0,32.0,18.0,65.0,108807124
43.0,21.0,71.0,47.0,25.0,78.0,108807125
48.0,23.0,80.0,48.0,24.0,79.0,108807126
35.0,21.0,71.0,36.0,24.0,65.0,108807127
46.0,22.0,83.0,46.0,23.0,86.0,108807135
43.0,21.0,76.0,42.0,19.0,76.0,108807136
36.0,14.0,68.0,42.0,20.0,75.0,108807137
57.0,27.0,89.0,58.0,29.0,86.0,108808101
52.0,27.0,87.0,48.0,26.0,86.0,108808103
53.0,23.0,83.0,49.0,23.0,80.0,108808104
58.0,31.0,87.0,61.0,35.0,88.0,108808105
34.0,15.0,72.0,37.0,16.0,74.0,108809001
43.0,12.0,71.0,34.0,4.0,57.0,108902001
10.0,1.0,41.0,6.0,0.0,19.0,108902006
36.0,10.0,66.0,26.0,2.0,49.0,108902007
47.0,20.0,79.0,38.0,18.0,68.0,108902045
33.0,11.0,70.0,28.0,12.0,61.0,108902046
33.0,12.0,69.0,27.0,12.0,63.0,108902047
37.0,13.0,71.0,32.0,13.0,65.0,108902048
36.0,14.0,75.0,34.0,13.0,76.0,108902102
31.0,8.0,69.0,27.0,5.0,63.0,108902103
32.0,15.0,69.0,29.0,14.0,70.0,108902104
37.0,17.0,71.0,35.0,17.0,70.0,108902105
38.0,18.0,77.0,35.0,16.0,76.0,108902106
34.0,15.0,70.0,31.0,12.0,69.0,108902109
38.0,18.0,71.0,28.0,12.0,67.0,108902111
42.0,18.0,79.0,35.0,12.0,78.0,108902112
26.0,9.0,61.0,28.0,10.0,65.0,108902113
40.0,18.0,73.0,36.0,16.0,68.0,108902114
39.0,20.0,73.0,37.0,20.0,74.0,108902115
29.0,9.0,65.0,28.0,7.0,61.0,108902116
38.0,16.0,72.0,38.0,16.0,75.0,108902117
50.0,23.0,86.0,43.0,21.0,85.0,108902118
45.0,13.0,69.0,35.0,3.0,54.0,108903001
27.0,8.0,57.0,8.0,0.0,23.0,108903004
30.0,10.0,64.0,32.0,13.0,62.0,108903041
42.0,18.0,76.0,38.0,16.0,77.0,108903102
38.0,16.0,71.0,38.0,18.0,71.0,108903103
31.0,13.0,76.0,34.0,15.0,76.0,108903104
43.0,21.0,74.0,41.0,19.0,73.0,108903105
45.0,12.0,72.0,36.0,3.0,59.0,108904001
45.0,14.0,71.0,32.0,2.0,55.0,108904002
52.0,18.0,76.0,42.0,5.0,63.0,108904003
61.0,22.0,83.0,55.0,6.0,74.0,108904006
0.0,0.0,0.0,0.0,0.0,0.0,108904040
53.0,23.0,83.0,51.0,20.0,82.0,108904043
56.0,29.0,84.0,55.0,30.0,84.0,108904044
44.0,20.0,77.0,42.0,19.0,77.0,108904045
43.0,21.0,75.0,42.0,20.0,73.0,108904046
35.0,15.0,65.0,31.0,12.0,64.0,108904047
46.0,23.0,76.0,47.0,23.0,78.0,108904048
66.0,32.0,95.0,61.0,28.0,94.0,108904101
47.0,22.0,78.0,44.0,19.0,75.0,108904102
53.0,25.0,89.0,50.0,21.0,91.0,108904103
52.0,22.0,85.0,45.0,21.0,80.0,108904104
72.0,45.0,95.0,69.0,45.0,96.0,108904105
68.0,41.0,92.0,68.0,43.0,93.0,108904106
49.0,25.0,85.0,42.0,23.0,82.0,108904107
62.0,30.0,90.0,60.0,29.0,91.0,108904108
44.0,22.0,79.0,41.0,22.0,78.0,108904109
53.0,27.0,81.0,49.0,27.0,80.0,108904110
52.0,23.0,86.0,52.0,26.0,85.0,108904111
64.0,34.0,95.0,65.0,39.0,94.0,108904112
51.0,22.0,86.0,52.0,22.0,87.0,108904113
74.0,48.0,92.0,73.0,50.0,92.0,108904114
51.0,23.0,82.0,46.0,23.0,82.0,108904115
64.0,36.0,91.0,63.0,35.0,92.0,108904116
56.0,33.0,84.0,53.0,32.0,83.0,108904117
58.0,27.0,90.0,52.0,19.0,90.0,108904118
66.0,35.0,89.0,62.0,34.0,87.0,108904119
51.0,26.0,83.0,45.0,24.0,82.0,108904120
49.0,21.0,85.0,49.0,25.0,85.0,108904121
55.0,30.0,83.0,50.0,28.0,82.0,108904122
57.0,30.0,85.0,57.0,32.0,88.0,108904123
43.0,23.0,75.0,40.0,24.0,78.0,108904124
44.0,22.0,77.0,36.0,17.0,76.0,108904125
59.0,32.0,91.0,50.0,29.0,89.0,108904126
55.0,26.0,88.0,52.0,25.0,90.0,108904127
54.0,27.0,83.0,50.0,27.0,81.0,108904128
59.0,33.0,91.0,57.0,35.0,92.0,108904129
65.0,40.0,94.0,63.0,40.0,95.0,108904130
48.0,27.0,79.0,45.0,24.0,78.0,108904131
40.0,11.0,68.0,31.0,4.0,50.0,108905001
3.0,0.0,26.0,0.0,0.0,8.0,108905002
44.0,18.0,76.0,38.0,18.0,71.0,108905041
64.0,36.0,88.0,64.0,35.0,88.0,108905101
70.0,38.0,91.0,65.0,33.0,90.0,108905102
64.0,34.0,91.0,61.0,41.0,90.0,108905103
65.0,36.0,95.0,71.0,38.0,98.0,108905104
54.0,20.0,77.0,48.0,10.0,67.0,108906001
55.0,21.0,76.0,50.0,10.0,67.0,108906002
0.0,0.0,0.0,0.0,0.0,0.0,108906005
57.0,21.0,80.0,49.0,9.0,69.0,108906006
46.0,18.0,80.0,38.0,7.0,69.0,108906007
91.0,44.0,98.0,87.0,19.0,96.0,108906011
33.0,15.0,64.0,33.0,15.0,63.0,108906042
41.0,19.0,72.0,37.0,20.0,68.0,108906044
69.0,41.0,91.0,63.0,38.0,88.0,108906045
44.0,21.0,75.0,44.0,23.0,75.0,108906046
66.0,41.0,89.0,63.0,38.0,87.0,108906047
60.0,33.0,84.0,57.0,34.0,84.0,108906048
44.0,21.0,79.0,44.0,23.0,75.0,108906101
38.0,15.0,75.0,32.0,17.0,72.0,108906103
63.0,30.0,93.0,63.0,30.0,94.0,108906106
54.0,27.0,84.0,52.0,26.0,84.0,108906107
67.0,41.0,90.0,65.0,43.0,91.0,108906111
38.0,20.0,77.0,39.0,21.0,78.0,108906112
36.0,19.0,67.0,38.0,21.0,72.0,108906114
46.0,21.0,76.0,45.0,22.0,78.0,108906116
39.0,18.0,69.0,40.0,18.0,70.0,108906119
53.0,30.0,82.0,54.0,31.0,84.0,108906120
42.0,18.0,70.0,40.0,18.0,70.0,108906121
50.0,25.0,81.0,51.0,29.0,86.0,108906122
42.0,21.0,76.0,43.0,24.0,78.0,108906123
74.0,48.0,94.0,75.0,49.0,94.0,108906124
56.0,32.0,85.0,54.0,31.0,83.0,108906126
63.0,35.0,87.0,62.0,32.0,86.0,108906127
55.0,31.0,86.0,57.0,31.0,86.0,108906128
54.0,28.0,87.0,53.0,30.0,88.0,108906129
41.0,18.0,78.0,34.0,16.0,76.0,108906130
35.0,9.0,67.0,29.0,2.0,53.0,108907001
6.0,0.0,32.0,6.0,0.0,17.0,108907002
0.0,0.0,0.0,0.0,0.0,0.0,108907003
78.0,21.0,95.0,77.0,6.0,91.0,108907006
35.0,12.0,70.0,35.0,12.0,67.0,108907041
39.0,16.0,76.0,31.0,14.0,69.0,108907102
35.0,15.0,70.0,34.0,15.0,69.0,108907103
39.0,15.0,78.0,38.0,14.0,79.0,108907107
30.0,9.0,66.0,27.0,10.0,64.0,108907108
33.0,15.0,70.0,27.0,11.0,69.0,108907109
40.0,13.0,65.0,32.0,4.0,52.0,108908001
46.0,16.0,72.0,40.0,8.0,61.0,108908002
84.0,37.0,96.0,79.0,18.0,92.0,108908004
0.0,0.0,0.0,0.0,0.0,0.0,108908039
48.0,24.0,78.0,49.0,25.0,78.0,108908041
42.0,18.0,74.0,42.0,19.0,71.0,108908042
39.0,17.0,73.0,37.0,19.0,70.0,108908043
42.0,18.0,75.0,42.0,19.0,75.0,108908044
43.0,20.0,78.0,41.0,21.0,77.0,108908101
35.0,19.0,67.0,31.0,19.0,66.0,108908102
41.0,21.0,76.0,39.0,20.0,78.0,108908104
45.0,20.0,78.0,42.0,19.0,76.0,108908105
59.0,35.0,85.0,58.0,35.0,86.0,108908107
46.0,22.0,79.0,48.0,24.0,81.0,108908108
54.0,27.0,89.0,45.0,22.0,86.0,108908109
62.0,37.0,87.0,58.0,34.0,87.0,108908110
37.0,19.0,71.0,38.0,19.0,74.0,108908111
43.0,19.0,79.0,43.0,22.0,78.0,108908112
56.0,32.0,85.0,47.0,23.0,81.0,108908113
43.0,22.0,80.0,35.0,16.0,79.0,108908114
67.0,36.0,92.0,66.0,34.0,94.0,108908115
57.0,25.0,86.0,52.0,26.0,85.0,108908116
56.0,20.0,80.0,47.0,8.0,68.0,108909001
45.0,16.0,70.0,36.0,5.0,55.0,108909002
47.0,15.0,73.0,39.0,5.0,58.0,108909003
25.0,2.0,61.0,17.0,0.0,38.0,108909005
7.0,1.0,45.0,5.0,0.0,22.0,108909006
49.0,16.0,75.0,39.0,6.0,60.0,108909007
66.0,23.0,88.0,64.0,11.0,80.0,108909009
0.0,0.0,0.0,0.0,0.0,0.0,108909011
43.0,21.0,74.0,42.0,23.0,74.0,108909041
42.0,18.0,72.0,38.0,15.0,68.0,108909042
39.0,16.0,71.0,35.0,17.0,67.0,108909043
37.0,16.0,68.0,31.0,14.0,61.0,108909044
32.0,13.0,63.0,32.0,14.0,61.0,108909045
41.0,17.0,74.0,37.0,17.0,68.0,108909046
34.0,14.0,67.0,33.0,15.0,65.0,108909047
35.0,15.0,66.0,32.0,14.0,61.0,108909048
49.0,27.0,77.0,49.0,30.0,72.0,108909101
45.0,21.0,76.0,40.0,21.0,73.0,108909106
60.0,32.0,89.0,59.0,31.0,89.0,108909107
51.0,25.0,85.0,51.0,26.0,86.0,108909108
50.0,29.0,82.0,47.0,29.0,83.0,108909110
56.0,30.0,83.0,51.0,28.0,79.0,108909112
58.0,32.0,88.0,54.0,32.0,86.0,108909113
48.0,22.0,82.0,45.0,19.0,82.0,108909115
44.0,18.0,80.0,41.0,17.0,79.0,108909116
61.0,28.0,89.0,54.0,22.0,85.0,108909117
48.0,24.0,85.0,45.0,22.0,84.0,108909118
49.0,25.0,79.0,50.0,27.0,78.0,108909119
54.0,29.0,83.0,51.0,26.0,84.0,108909120
53.0,22.0,87.0,53.0,24.0,85.0,108909121
47.0,22.0,80.0,42.0,19.0,81.0,108909122
60.0,31.0,91.0,52.0,27.0,90.0,108909123
55.0,27.0,84.0,49.0,24.0,82.0,108909124
55.0,31.0,80.0,50.0,27.0,78.0,108909125
46.0,20.0,79.0,40.0,16.0,76.0,108909126
60.0,33.0,87.0,53.0,30.0,88.0,108909127
71.0,37.0,96.0,64.0,31.0,95.0,108909128
38.0,16.0,74.0,33.0,11.0,70.0,108909129
49.0,24.0,81.0,44.0,23.0,81.0,108909130
53.0,27.0,85.0,46.0,23.0,85.0,108909134
48.0,20.0,78.0,47.0,21.0,76.0,108909136
34.0,9.0,62.0,30.0,4.0,51.0,108910001
0.0,0.0,0.0,0.0,0.0,0.0,108910004
33.0,12.0,65.0,35.0,17.0,70.0,108910041
41.0,21.0,77.0,42.0,24.0,67.0,108910102
40.0,14.0,78.0,35.0,13.0,74.0,108910104
35.0,15.0,74.0,28.0,13.0,68.0,108910105
71.0,30.0,90.0,68.0,19.0,83.0,108911001
0.0,0.0,0.0,0.0,0.0,0.0,108911003
65.0,24.0,87.0,58.0,12.0,78.0,108911007
86.0,41.0,99.0,85.0,17.0,97.0,108911008
69.0,43.0,90.0,70.0,45.0,92.0,108911041
64.0,36.0,89.0,58.0,31.0,87.0,108911042
59.0,35.0,86.0,57.0,33.0,86.0,108911101
55.0,28.0,86.0,56.0,30.0,85.0,108911102
43.0,21.0,78.0,36.0,21.0,71.0,108911103
56.0,32.0,85.0,54.0,29.0,85.0,108911104
69.0,41.0,93.0,71.0,46.0,93.0,108911105
65.0,38.0,92.0,57.0,33.0,91.0,108911107
73.0,45.0,95.0,67.0,43.0,95.0,108911108
57.0,32.0,85.0,56.0,31.0,86.0,108911109
46.0,14.0,71.0,35.0,4.0,55.0,108912001
32.0,9.0,64.0,21.0,2.0,44.0,108912004
42.0,13.0,71.0,32.0,3.0,54.0,108912007
83.0,34.0,94.0,73.0,16.0,88.0,108912008
82.0,44.0,92.0,71.0,13.0,85.0,108912010
42.0,18.0,74.0,33.0,16.0,66.0,108912041
47.0,22.0,77.0,42.0,22.0,74.0,108912042
31.0,12.0,62.0,24.0,10.0,53.0,108912043
46.0,22.0,77.0,41.0,20.0,73.0,108912044
47.0,21.0,78.0,38.0,17.0,71.0,108912045
43.0,21.0,74.0,40.0,21.0,73.0,108912046
38.0,16.0,70.0,29.0,13.0,61.0,108912048
39.0,18.0,68.0,30.0,13.0,58.0,108912049
55.0,31.0,81.0,51.0,30.0,79.0,108912102
53.0,26.0,83.0,48.0,24.0,82.0,108912104
43.0,21.0,75.0,44.0,26.0,74.0,108912105
58.0,25.0,87.0,64.0,27.0,91.0,108912106
51.0,20.0,84.0,46.0,15.0,82.0,108912107
60.0,34.0,89.0,55.0,32.0,88.0,108912108
53.0,27.0,83.0,53.0,25.0,83.0,108912109
59.0,30.0,88.0,63.0,32.0,89.0,108912110
47.0,23.0,76.0,42.0,19.0,75.0,108912111
51.0,23.0,84.0,49.0,20.0,82.0,108912112
55.0,29.0,84.0,51.0,25.0,82.0,108912113
45.0,19.0,78.0,43.0,19.0,75.0,108912114
42.0,22.0,75.0,43.0,25.0,74.0,108912115
55.0,28.0,85.0,57.0,31.0,85.0,108912116
46.0,25.0,71.0,39.0,19.0,68.0,108912117
45.0,17.0,73.0,44.0,15.0,72.0,108912118
40.0,19.0,70.0,44.0,21.0,74.0,108912120
56.0,29.0,85.0,53.0,29.0,87.0,108912121
52.0,24.0,78.0,49.0,23.0,79.0,108912122
55.0,29.0,87.0,56.0,30.0,87.0,108912123
39.0,19.0,69.0,37.0,19.0,70.0,108912124
50.0,23.0,77.0,55.0,26.0,81.0,108912126
51.0,22.0,81.0,56.0,26.0,85.0,108912127
47.0,13.0,72.0,39.0,3.0,62.0,108913001
30.0,4.0,67.0,28.0,0.0,42.0,108913003
0.0,0.0,0.0,0.0,0.0,0.0,108913005
39.0,9.0,70.0,29.0,1.0,57.0,108913006
0.0,0.0,0.0,0.0,0.0,0.0,108913007
0.0,0.0,0.0,0.0,0.0,0.0,108913008
47.0,9.0,76.0,39.0,1.0,65.0,108913009
40.0,16.0,74.0,30.0,12.0,66.0,108913041
41.0,19.0,74.0,35.0,14.0,69.0,108913042
53.0,27.0,81.0,50.0,24.0,79.0,108913043
43.0,19.0,75.0,39.0,18.0,73.0,108913044
59.0,26.0,91.0,60.0,27.0,93.0,108913103
44.0,21.0,78.0,44.0,21.0,79.0,108913104
41.0,19.0,82.0,38.0,18.0,81.0,108913106
49.0,23.0,86.0,44.0,19.0,86.0,108913109
51.0,27.0,84.0,53.0,30.0,86.0,108913110
65.0,37.0,91.0,60.0,33.0,92.0,108913111
44.0,21.0,81.0,39.0,19.0,82.0,108913112
46.0,23.0,79.0,41.0,20.0,80.0,108913113
63.0,33.0,92.0,56.0,27.0,92.0,108913114
48.0,25.0,83.0,43.0,21.0,79.0,108913117
36.0,6.0,72.0,36.0,1.0,59.0,108914001
31.0,8.0,68.0,38.0,11.0,68.0,108914041
33.0,13.0,70.0,34.0,14.0,76.0,108914101
26.0,5.0,57.0,22.0,0.0,42.0,108915001
31.0,10.0,69.0,32.0,11.0,66.0,108915041
52.0,29.0,79.0,43.0,24.0,75.0,108915101
56.0,23.0,78.0,42.0,6.0,65.0,108916001
62.0,22.0,88.0,59.0,14.0,83.0,108916041
53.0,23.0,83.0,46.0,22.0,76.0,108916042
65.0,34.0,96.0,64.0,38.0,99.0,108916102
82.0,46.0,96.0,75.0,41.0,97.0,108916103
60.0,30.0,89.0,57.0,31.0,86.0,108916104
66.0,24.0,96.0,69.0,26.0,97.0,108916105
68.0,36.0,94.0,67.0,32.0,96.0,108916106
64.0,30.0,90.0,61.0,26.0,88.0,109901001
40.0,17.0,75.0,42.0,13.0,75.0,109902001
42.0,15.0,78.0,41.0,13.0,79.0,109903001
0.0,0.0,0.0,0.0,0.0,0.0,109903011
44.0,11.0,71.0,42.0,6.0,63.0,109904001
36.0,16.0,71.0,38.0,18.0,72.0,109904041
39.0,17.0,73.0,34.0,16.0,75.0,109904109
39.0,18.0,73.0,38.0,15.0,69.0,109905001
35.0,19.0,72.0,43.0,24.0,79.0,109905101
54.0,11.0,77.0,57.0,5.0,75.0,109907001
0.0,0.0,0.0,0.0,0.0,0.0,109907010
30.0,11.0,73.0,31.0,10.0,75.0,109907041
33.0,14.0,69.0,34.0,16.0,75.0,109907101
35.0,14.0,72.0,41.0,15.0,78.0,109908101
36.0,10.0,68.0,36.0,10.0,64.0,109910101
48.0,16.0,75.0,43.0,5.0,66.0,109911001
44.0,18.0,76.0,37.0,19.0,70.0,109911041
34.0,13.0,68.0,37.0,13.0,73.0,109911102
57.0,24.0,86.0,56.0,22.0,84.0,109912001
50.0,22.0,85.0,48.0,20.0,84.0,109913001
49.0,17.0,77.0,46.0,12.0,73.0,109914001
15.0,4.0,47.0,24.0,6.0,55.0,110901001
57.0,19.0,82.0,48.0,7.0,71.0,110902001
37.0,13.0,74.0,34.0,13.0,71.0,110902041
37.0,15.0,72.0,38.0,15.0,73.0,110902042
28.0,12.0,74.0,31.0,17.0,79.0,110902104
46.0,17.0,77.0,46.0,17.0,76.0,110902105
48.0,20.0,77.0,59.0,24.0,82.0,110905001
38.0,14.0,73.0,39.0,12.0,69.0,110906001
39.0,14.0,73.0,41.0,15.0,69.0,110906101
80.0,37.0,94.0,81.0,26.0,92.0,110907001
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,110907002
64.0,32.0,92.0,63.0,35.0,89.0,110907041
61.0,28.0,94.0,55.0,21.0,93.0,110907101
58.0,22.0,89.0,52.0,19.0,88.0,110908001
0.0,0.0,0.0,0.0,0.0,0.0,111801001
53.0,21.0,75.0,42.0,6.0,65.0,111901001
39.0,6.0,67.0,21.0,0.0,46.0,111901002
35.0,13.0,67.0,33.0,11.0,63.0,111901041
49.0,21.0,79.0,49.0,20.0,78.0,111901042
53.0,29.0,82.0,52.0,30.0,82.0,111901102
32.0,16.0,61.0,31.0,14.0,59.0,111901105
63.0,40.0,88.0,63.0,37.0,86.0,111901106
55.0,29.0,83.0,55.0,29.0,82.0,111901107
39.0,20.0,70.0,34.0,19.0,69.0,111901108
55.0,18.0,81.0,59.0,20.0,81.0,111902003
47.0,20.0,83.0,45.0,20.0,79.0,111902102
72.0,25.0,88.0,64.0,7.0,77.0,111903001
50.0,20.0,83.0,51.0,27.0,82.0,111903041
56.0,30.0,88.0,57.0,36.0,87.0,111903101
52.0,19.0,73.0,43.0,8.0,62.0,112901002
52.0,28.0,77.0,47.0,26.0,73.0,112901041
35.0,15.0,65.0,38.0,20.0,68.0,112901104
32.0,12.0,64.0,35.0,14.0,65.0,112901105
42.0,22.0,77.0,44.0,25.0,79.0,112901106
45.0,23.0,76.0,44.0,22.0,77.0,112901108
46.0,15.0,76.0,49.0,16.0,75.0,112905001
41.0,20.0,71.0,46.0,22.0,79.0,112905101
52.0,23.0,76.0,49.0,14.0,70.0,112906001
38.0,17.0,71.0,36.0,16.0,71.0,112906101
48.0,18.0,84.0,49.0,17.0,85.0,112907001
44.0,19.0,76.0,40.0,14.0,73.0,112908001
53.0,24.0,81.0,49.0,21.0,75.0,112909001
49.0,19.0,84.0,54.0,23.0,82.0,112910001
47.0,15.0,75.0,40.0,6.0,62.0,113901002
22.0,8.0,57.0,25.0,10.0,58.0,113901041
20.0,9.0,57.0,22.0,12.0,60.0,113901102
47.0,14.0,73.0,45.0,8.0,67.0,113902002
36.0,13.0,76.0,39.0,14.0,72.0,113902041
29.0,10.0,59.0,32.0,16.0,67.0,113902102
60.0,23.0,89.0,63.0,23.0,84.0,113903002
51.0,20.0,92.0,54.0,21.0,96.0,113903102
52.0,20.0,84.0,63.0,22.0,87.0,113905001
43.0,22.0,83.0,41.0,23.0,83.0,113905101
53.0,25.0,77.0,52.0,20.0,76.0,113906001
32.0,13.0,80.0,33.0,17.0,85.0,113906101
33.0,9.0,64.0,28.0,4.0,50.0,114901001
4.0,0.0,39.0,7.0,0.0,20.0,114901003
30.0,12.0,61.0,32.0,14.0,63.0,114901043
30.0,12.0,63.0,26.0,12.0,59.0,114901044
28.0,11.0,57.0,26.0,12.0,60.0,114901102
30.0,14.0,61.0,24.0,13.0,54.0,114901113
53.0,18.0,78.0,46.0,6.0,62.0,114902001
33.0,11.0,67.0,37.0,18.0,68.0,114902041
35.0,16.0,71.0,40.0,19.0,72.0,114902101
55.0,23.0,83.0,57.0,22.0,79.0,114904001
53.0,21.0,86.0,56.0,29.0,88.0,114904101
53.0,17.0,83.0,44.0,7.0,76.0,115901004
47.0,22.0,81.0,51.0,25.0,80.0,115901041
32.0,10.0,73.0,32.0,10.0,69.0,115901101
37.0,9.0,74.0,30.0,7.0,65.0,115902001
24.0,9.0,56.0,20.0,8.0,49.0,115903001
77.0,33.0,91.0,69.0,10.0,85.0,116901001
58.0,29.0,88.0,56.0,34.0,85.0,116901041
57.0,33.0,88.0,53.0,32.0,87.0,116901101
69.0,43.0,94.0,69.0,44.0,96.0,116901102
62.0,19.0,86.0,62.0,11.0,77.0,116902001
38.0,18.0,73.0,41.0,25.0,72.0,116902041
39.0,15.0,70.0,41.0,13.0,74.0,116902101
46.0,13.0,67.0,39.0,6.0,57.0,116903001
30.0,12.0,65.0,34.0,17.0,66.0,116903043
29.0,17.0,63.0,29.0,17.0,65.0,116903104
48.0,16.0,68.0,40.0,5.0,49.0,116905001
48.0,16.0,75.0,45.0,10.0,63.0,116905002
33.0,14.0,64.0,37.0,18.0,67.0,116905041
31.0,15.0,66.0,30.0,14.0,67.0,116905102
25.0,11.0,58.0,24.0,9.0,58.0,116905103
25.0,11.0,56.0,21.0,9.0,52.0,116905104
38.0,15.0,71.0,38.0,16.0,74.0,116905106
23.0,9.0,57.0,19.0,8.0,49.0,116905107
53.0,28.0,81.0,58.0,35.0,80.0,116905114
58.0,17.0,83.0,50.0,6.0,74.0,116906001
50.0,23.0,83.0,51.0,27.0,82.0,116906041
51.0,27.0,81.0,54.0,31.0,85.0,116906101
44.0,12.0,69.0,35.0,3.0,57.0,116908001
40.0,16.0,74.0,38.0,17.0,72.0,116908041
36.0,15.0,68.0,36.0,15.0,66.0,116908101
61.0,21.0,81.0,52.0,8.0,67.0,116909001
40.0,14.0,79.0,38.0,16.0,77.0,116909041
57.0,27.0,89.0,61.0,30.0,93.0,116909101
30.0,7.0,64.0,26.0,3.0,57.0,116910001
34.0,15.0,58.0,39.0,20.0,63.0,116910101
70.0,31.0,91.0,64.0,13.0,86.0,116915001
46.0,18.0,85.0,46.0,20.0,83.0,116915041
63.0,31.0,93.0,63.0,34.0,96.0,116915101
54.0,12.0,77.0,45.0,1.0,69.0,116916001
42.0,14.0,77.0,49.0,20.0,76.0,116916041
46.0,23.0,83.0,50.0,29.0,88.0,116916101
53.0,16.0,75.0,44.0,5.0,61.0,117901001
42.0,19.0,76.0,45.0,23.0,80.0,117901041
36.0,19.0,67.0,38.0,20.0,69.0,117901105
47.0,21.0,83.0,45.0,22.0,80.0,117901107
49.0,16.0,74.0,48.0,9.0,62.0,117903001
43.0,18.0,75.0,44.0,22.0,75.0,117903041
37.0,19.0,69.0,37.0,22.0,68.0,117903101
57.0,18.0,81.0,44.0,6.0,68.0,117904001
41.0,16.0,77.0,43.0,15.0,78.0,117904041
