cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
50,24,83,38,20,79,71905119
50,27,81,47,25,78,71905120
53,26,85,48,24,86,71905121
43,17,77,38,19,76,71905122
52,26,89,52,26,89,71905123
61,36,89,56,33,87,71905124
31,14,73,28,13,72,71905127
68,40,91,61,34,89,71905128
63,34,92,56,32,87,71905129
50,23,84,49,25,86,71905130
52,26,88,54,28,89,71905131
63,33,92,59,31,90,71905132
54,27,87,50,25,85,71905133
45,19,82,37,19,77,71905135
53,25,88,47,22,87,71905136
68,34,92,62,32,90,71905138
36,16,69,28,13,60,71905139
58,34,87,51,32,82,71905141
71,42,92,68,42,92,71905142
38,14,74,37,16,75,71905145
45,21,79,40,16,74,71905146
59,18,84,45,3,69,71906001
46,18,81,42,23,79,71906041
36,13,77,38,14,78,71906101
51,16,77,40,5,62,71907001
90,36,98,89,18,96,71907003
46,25,76,44,25,71,71907041
44,20,78,41,20,75,71907042
48,24,82,51,24,86,71907101
39,17,80,36,15,83,71907102
46,27,80,45,27,79,71907103
45,21,75,39,16,73,71907104
47,22,79,52,27,81,71907105
65,40,91,65,41,92,71907106
32,9,65,24,2,47,71908001
31,13,67,31,13,64,71908041
30,10,66,29,11,66,71908044
49,14,75,40,4,63,71909001
67,24,87,59,9,78,71909002
,,,,,,71909003
60,20,83,54,9,74,71909004
63,25,84,51,8,73,71909005
94,46,99,94,30,98,71909007
57,21,80,44,7,68,71909008
18,1,67,9,0,37,71909009
66,25,87,57,9,78,71909011
35,13,77,36,17,73,71909041
38,13,76,36,15,74,71909042
54,27,83,50,27,78,71909043
48,21,84,50,25,82,71909044
48,20,81,49,22,82,71909045
59,28,88,57,31,87,71909046
54,23,87,53,24,84,71909047
48,21,81,47,23,79,71909048
52,24,86,51,25,85,71909049
46,21,80,42,21,81,71909101
53,27,84,52,26,84,71909102
61,30,91,61,36,91,71909103
52,24,87,46,23,85,71909104
61,33,90,61,34,92,71909105
53,27,88,49,29,89,71909106
48,24,79,44,26,80,71909107
54,27,85,56,30,85,71909109
50,23,80,52,25,79,71909111
49,22,78,45,23,77,71909112
48,23,80,47,23,80,71909113
48,23,82,48,24,85,71909114
52,26,87,51,27,86,71909115
47,20,82,44,21,82,71909116
53,24,85,47,23,82,71909117
57,31,88,57,33,87,71909119
49,20,80,48,23,79,71909120
66,36,91,62,34,91,71909121
52,24,84,52,25,83,71909122
52,25,85,52,28,85,71909123
62,34,90,61,37,90,71909124
51,26,79,50,27,79,71909125
53,31,85,53,31,85,71909126
57,32,86,57,33,86,71909127
43,20,79,46,26,80,71909128
62,34,89,59,36,88,71909129
39,15,77,37,15,75,71909130
48,23,80,46,24,80,71909131
62,29,92,58,25,93,71909132
33,0,63,42,0,75,72801001
60,12,90,65,4,91,72801101
41,11,81,22,0,78,72801102
37,9,66,28,0,49,72801103
48,14,83,40,4,68,72801104
39,5,66,33,0,41,72801107
23,1,57,17,0,40,72801108
21,4,49,19,4,33,72801109
35,9,66,27,0,55,72801110
39,8,77,40,6,63,72801112
49,11,83,59,10,84,72801113
53,21,82,39,0,61,72801115
43,18,84,38,13,88,72801116
36,12,67,29,3,50,72801117
32,10,70,23,8,58,72801118
42,8,71,38,0,59,72801121
68,18,91,82,9,91,72801128
44,9,72,23,0,53,72801129
77,13,89,74,4,83,72801130
24,7,59,20,2,42,72801131
64,19,88,65,13,87,72801135
67,27,91,57,7,90,72801136
41,7,76,39,2,55,72801137
32,5,64,28,4,46,72801138
36,11,70,37,7,53,72801139
57,26,78,44,0,67,72801141
39,10,70,41,6,66,72801142
38,10,58,25,10,45,72801143
44,10,64,35,0,38,72801144
31,7,64,37,4,61,72801145
30,5,70,26,3,61,72801146
46,12,74,32,0,47,72801147
54,9,76,68,11,74,72801148
39,18,68,20,7,40,72801149
29,9,56,24,0,33,72801150
19,8,53,18,3,43,72802001
43,7,71,50,0,83,72802002
35,13,75,39,16,74,72901101
54,21,85,52,15,81,72902001
89,50,100,88,51,100,72902101
53,25,89,48,25,86,72902102
64,24,86,63,13,81,72903001
50,24,82,52,30,86,72903041
52,28,82,48,28,79,72903103
51,26,81,52,28,81,72903104
42,18,74,50,19,78,72904101
59,25,93,59,26,91,72908001
49,19,83,47,16,84,72909001
46,21,83,56,29,88,72910101
40,13,78,43,14,76,73901001
30,9,58,24,3,42,73903001
,,,,,,73903004
15,5,38,16,7,38,73903041
14,6,41,12,4,42,73903103
58,28,88,44,29,83,73904101
45,10,71,38,3,61,73905001
28,7,62,45,20,81,73905041
33,13,71,32,12,71,73905102
32,14,73,38,14,76,73905103
46,14,76,43,6,64,74903001
33,12,65,41,21,72,74903041
36,16,72,40,16,75,74903102
40,20,77,39,22,74,74903104
61,26,90,58,19,89,74904001
37,12,66,42,9,72,74905001
36,16,75,37,14,78,74905101
59,19,83,50,11,70,74907001
38,12,74,32,14,71,74907041
44,21,72,50,23,73,74907101
45,10,71,47,6,67,74909001
39,16,69,44,20,75,74909041
42,25,81,43,34,85,74909101
36,16,78,38,18,83,74909102
55,18,86,67,20,88,74911001
45,24,84,50,24,87,74911101
64,23,85,58,10,78,74912001
35,12,75,47,19,82,74912041
48,24,79,54,33,81,74912101
57,24,85,54,16,81,74917001
49,27,85,41,20,80,74917101
71,35,93,66,27,88,75901001
53,27,86,52,31,85,75901102
,,,,,,75901103
59,21,81,51,10,69,75902001
48,21,76,46,26,75,75902041
46,22,78,45,23,77,75902102
44,18,72,42,13,70,75903001
36,15,70,34,17,68,75903102
55,27,89,52,25,89,75906001
57,24,85,55,24,80,75908001
61,30,86,53,33,85,75908101
89,37,97,84,6,94,76903001
35,15,74,37,20,81,76903101
41,13,77,47,14,71,76904001
55,31,85,55,34,86,76904101
56,23,81,40,5,71,77901001
,,,,,,77901003
,,,,,,77901004
30,11,70,23,7,69,77901041
33,12,68,26,8,61,77901101
38,6,68,22,1,48,77902001
33,11,73,24,14,70,77902041
30,11,69,30,10,70,77902101
37,12,74,33,8,71,78901001
52,18,76,44,7,64,79901001
49,14,74,43,5,64,79901002
76,36,90,70,18,86,79901003
81,42,92,76,24,87,79901009
75,33,90,72,20,88,79901010
47,22,78,45,24,76,79901041
34,14,69,37,17,71,79901042
67,37,90,67,41,89,79901043
71,44,93,70,46,92,79901044
66,37,90,65,41,90,79901045
45,22,77,36,15,76,79901101
37,17,72,39,17,75,79901102
54,26,85,50,22,85,79901105
47,23,80,46,23,82,79901107
36,18,73,33,17,74,79901108
63,30,93,59,27,94,79901109
64,38,88,67,44,92,79901110
73,47,93,71,46,94,79901111
45,22,77,40,18,78,79901112
68,42,94,66,44,95,79901114
79,55,94,80,60,96,79901115
39,16,71,36,13,72,79901116
46,22,79,43,16,80,79901118
80,59,97,81,57,96,79901119
81,55,97,78,54,97,79901120
54,33,83,58,34,85,79901121
47,26,82,49,27,81,79901122
70,43,94,74,52,95,79901123
50,28,80,43,23,78,79901125
74,46,94,72,48,94,79901126
68,42,91,71,45,94,79901127
,,,,,,79901133
52,27,83,51,29,83,79901139
66,39,91,66,41,92,79901140
63,32,89,63,37,90,79901141
64,38,92,61,39,92,79901142
70,26,88,66,12,82,79906001
54,27,88,54,28,88,79906041
50,21,85,53,27,86,79906042
54,30,89,54,35,89,79906102
71,39,85,68,27,81,79907001
34,8,63,28,2,49,79907002
87,55,95,85,40,93,79907004
65,28,84,59,13,76,79907005
71,35,87,68,22,82,79907006
79,42,91,76,25,87,79907007
52,17,76,47,7,66,79907008
54,20,75,45,8,64,79907011
39,8,69,33,3,56,79907012
75,34,88,74,21,86,79907013
74,38,88,68,20,81,79907016
59,32,85,56,30,84,79907041
32,10,68,35,13,67,79907042
55,30,84,54,32,83,79907043
66,50,85,70,53,88,79907044
69,41,91,67,44,90,79907045
26,8,62,27,10,61,79907046
38,14,75,41,19,75,79907047
34,13,70,37,15,70,79907048
67,40,90,65,43,89,79907049
80,57,95,79,57,95,79907050
86,65,97,82,61,96,79907051
60,32,86,60,35,86,79907052
49,22,81,50,26,80,79907053
65,37,90,64,36,90,79907054
59,30,86,61,34,87,79907055
30,12,62,34,15,67,79907101
54,31,84,52,32,86,79907102
23,9,56,20,7,50,79907108
26,13,59,29,13,63,79907109
55,32,85,55,34,87,79907110
38,20,71,39,22,74,79907111
46,23,79,55,27,84,79907112
35,15,63,32,16,60,79907113
38,18,73,36,19,74,79907114
31,15,70,38,20,74,79907115
36,15,67,28,10,68,79907116
69,47,91,71,50,96,79907117
38,19,69,38,20,73,79907118
57,33,85,58,36,89,79907119
65,38,88,67,44,90,79907120
52,29,83,57,34,86,79907121
30,11,61,32,13,65,79907122
66,41,89,66,42,91,79907123
42,21,76,46,27,79,79907124
60,33,84,62,39,85,79907125
68,46,90,69,47,92,79907126
64,38,86,62,38,86,79907127
78,58,94,78,57,95,79907128
39,18,73,40,18,73,79907129
77,56,94,76,56,94,79907130
39,17,71,44,22,77,79907131
54,33,83,59,39,86,79907132
35,16,67,37,19,70,79907133
36,16,67,44,19,76,79907134
86,68,96,86,71,97,79907135
72,47,93,76,53,94,79907136
76,53,94,77,55,96,79907137
54,29,82,58,34,85,79907138
34,14,64,33,16,65,79907139
64,38,89,67,41,91,79907140
50,29,80,50,32,81,79907141
76,49,95,75,50,96,79907142
42,21,73,39,18,72,79907143
35,15,68,31,14,67,79907144
65,42,91,64,44,90,79907145
41,19,72,42,20,74,79907146
86,67,96,86,69,97,79907147
62,39,86,64,43,89,79907148
48,24,80,52,28,84,79907149
43,21,76,40,21,77,79907150
74,49,94,78,53,96,79907151
81,58,95,82,61,95,79907152
68,41,91,69,44,92,79907153
60,33,85,62,34,89,79907154
42,21,77,50,26,83,79907155
47,13,76,41,4,65,79910001
47,21,81,53,26,85,79910041
33,16,63,33,18,66,79910102
42,22,78,33,16,72,79910103
52,14,77,47,7,68,80901001
48,21,80,45,23,79,80901041
37,14,72,32,16,71,80901103
79,35,92,86,21,88,81902002
41,16,76,44,21,77,81902041
41,19,78,45,23,78,81902043
73,27,90,65,8,87,81904001
16,8,40,11,0,22,81904003
43,18,77,41,22,74,81904041
41,19,79,38,17,80,81904102
56,23,81,45,5,70,81905002
36,13,71,37,15,68,81905041
41,21,76,45,25,81,81905102
29,11,67,33,12,68,81906101
40,9,71,34,2,61,82902001
31,14,64,38,20,70,82902041
32,15,62,31,14,64,82902101
38,10,67,29,4,53,82903001
,,,,,,82903003
28,10,61,31,13,62,82903041
28,13,59,32,16,65,82903103
33,12,63,31,10,57,83901001
49,24,85,58,24,95,83902001
52,18,79,44,7,68,83903001
24,4,65,13,0,35,83903002
35,15,66,37,17,65,83903041
48,27,79,47,24,79,83903101
50,29,78,46,26,76,83903102
33,12,68,37,13,66,84802001
39,16,70,44,19,75,84802002
31,10,69,28,9,69,84804101
56,19,79,45,6,67,84901001
37,4,81,31,0,79,84901009
,,,,,,84901010
,,,,,,84901011
,,,,,,84901012
48,22,81,47,25,79,84901041
33,11,71,28,9,63,84901042
54,33,82,48,30,77,84901043
35,14,70,30,12,64,84901044
47,21,77,49,26,79,84901051
40,18,73,36,17,72,84901101
51,26,80,49,27,79,84901102
37,13,70,31,12,66,84901105
44,22,72,43,23,72,84901106
52,30,80,52,30,81,84901107
42,22,74,44,25,76,84901108
60,31,87,55,30,86,84901109
42,13,70,40,7,59,84902001
24,6,62,26,8,66,84902006
38,10,71,36,7,66,84902007
83,50,99,83,53,98,84902041
34,11,72,32,12,72,84902042
37,19,76,43,26,79,84902102
60,36,88,60,37,92,84902104
64,42,87,62,43,88,84902106
45,21,73,40,24,69,84902107
32,15,62,27,16,60,84902115
64,22,91,59,15,85,84903001
49,16,74,41,5,61,84906001
23,4,57,25,1,48,84906002
45,18,75,47,24,79,84906041
19,6,47,21,7,48,84906043
37,16,74,33,14,70,84906101
36,15,70,34,17,66,84906102
30,14,65,30,14,66,84906103
53,28,83,54,30,85,84906104
37,19,82,37,22,84,84906105
17,5,44,17,6,43,84906111
38,10,63,31,3,51,84908001
27,9,60,30,12,60,84908042
35,15,67,39,20,69,84908103
46,14,70,38,3,57,84909001
38,16,72,37,17,71,84909041
50,27,79,45,24,78,84909104
65,29,83,58,13,74,84910001
71,35,87,66,20,80,84910002
64,24,85,62,15,78,84910003
45,15,71,31,3,53,84910004
73,34,89,69,20,83,84910009
92,44,99,93,29,99,84910010
72,32,88,66,15,83,84910011
66,38,90,67,40,91,84910042
53,23,84,52,28,84,84910043
51,25,78,53,29,79,84910044
76,52,92,77,56,92,84910045
52,24,82,52,27,80,84910046
45,18,79,50,23,82,84910047
53,24,83,55,31,83,84910048
69,47,88,69,47,89,84910049
58,28,87,59,32,86,84910050
44,20,77,44,24,75,84910051
50,28,81,50,29,82,84910101
55,32,84,56,34,84,84910102
49,24,84,52,27,86,84910103
52,25,81,56,28,84,84910104
56,30,84,57,31,86,84910105
48,25,78,55,30,82,84910106
39,19,74,43,20,75,84910107
44,23,77,48,27,80,84910108
56,32,81,58,36,85,84910110
53,31,81,51,30,84,84910111
52,31,80,50,32,81,84910112
61,35,87,64,38,89,84910115
53,31,81,57,36,85,84910116
60,34,88,63,35,91,84910117
69,51,86,67,49,85,84910118
48,26,78,50,29,80,84910119
55,30,85,59,34,89,84910120
55,35,82,56,38,86,84910121
56,33,82,58,36,83,84910122
65,39,90,62,38,92,84910123
61,36,86,65,41,89,84910124
56,33,84,60,37,87,84910125
61,39,84,66,47,87,84910126
65,37,88,64,39,88,84910127
56,33,83,59,36,87,84910128
63,38,90,66,40,91,84910129
83,41,94,79,26,90,84911001
71,42,92,69,43,91,84911041
67,41,89,63,40,90,84911102
65,41,90,65,43,90,84911103
81,57,96,79,56,95,84911104
59,22,82,45,5,71,85902001
-1,-1,-1,,,,85902040
20,7,63,23,12,60,85902041
41,19,76,40,18,78,85902101
34,10,73,40,13,76,85903001
33,11,56,-1,-1,-1,86024101
61,22,82,53,9,71,86901001
4,0,57,0,0,50,86901002
49,24,77,48,28,74,86901041
48,26,77,50,29,79,86901102
60,33,86,56,34,83,86901103
66,23,88,63,6,85,86902001
55,31,83,53,34,85,86902041
56,23,84,54,24,79,86902101
72,38,94,71,29,93,87901001
64,38,89,65,40,94,87901101
48,16,74,43,8,66,88902001
39,17,71,39,24,77,88902041
44,22,76,40,20,73,88902104
37,8,65,32,4,50,89901001
32,12,65,40,17,72,89901042
34,16,67,34,18,69,89901102
33,15,67,30,13,64,89901103
49,13,81,44,5,69,89903001
,,,,,,89903004
45,22,78,46,23,79,89903041
30,14,59,30,15,60,89903101
26,10,58,25,9,56,89905102
30,12,70,27,12,63,90902001
52,25,78,48,23,73,90903001
53,18,77,40,4,63,90904001
38,9,60,24,0,43,90904002
37,16,71,34,15,67,90904042
46,24,78,45,22,78,90904101
38,17,68,32,15,65,90904105
40,19,71,40,21,72,90904107
37,17,69,35,15,68,90904108
40,12,78,42,8,81,90905101
69,23,87,65,11,80,91901001
62,34,87,61,37,86,91901041
56,32,85,47,24,82,91901101
52,16,80,59,20,78,91902001
43,16,79,41,15,80,91902200
62,23,81,52,9,70,91903001
22,0,50,14,0,29,91903002
50,25,81,54,29,83,91903041
49,25,83,45,23,79,91903045
38,17,72,42,20,79,91903103
48,25,79,50,26,81,91903104
34,17,67,35,21,70,91903112
39,19,68,43,21,71,91903113
45,20,75,44,18,77,91903114
55,17,78,54,14,71,91905001
51,22,84,50,23,85,91905041
52,25,86,52,29,85,91905101
44,15,69,40,8,60,91906002
-1,-1,-1,,,,91906004
,,,,,,91906035
17,3,52,11,0,44,91906037
41,18,75,46,26,79,91906042
42,19,77,36,18,73,91906102
30,12,60,29,10,59,91906104
37,18,71,44,24,77,91906105
29,13,73,23,13,72,91906106
29,13,64,30,18,67,91906108
58,29,84,59,30,84,91906109
31,15,53,34,16,55,91906110
46,20,78,48,23,80,91906111
55,25,87,55,25,87,91907101
77,38,94,75,28,90,91908001
64,35,89,63,36,89,91908041
56,28,89,53,31,88,91908101
51,22,82,51,21,83,91908102
63,23,83,53,12,72,91909001
56,27,82,51,26,80,91909041
45,23,80,49,27,83,91909101
61,23,85,50,10,76,91910001
58,30,85,54,31,83,91910041
40,22,72,41,22,72,91910101
65,21,86,66,10,79,91913001
51,24,84,55,33,83,91913041
47,24,78,47,25,74,91913101
59,22,85,55,11,78,91914001
44,18,77,37,17,73,91914041
40,17,75,43,22,77,91914101
68,25,88,67,14,81,91917001
57,27,89,63,33,91,91917041
57,22,84,54,27,80,91917101
47,11,72,44,6,62,91918001
36,13,71,38,18,72,91918041
61,30,89,55,29,88,91918101
51,14,85,45,5,73,92801001
52,19,74,43,5,61,92901001
36,14,70,34,15,69,92901042
31,14,67,33,16,69,92901105
42,12,70,39,5,58,92902002
38,16,72,37,17,69,92902042
40,17,71,39,19,71,92902101
33,14,63,34,15,67,92902107
54,18,82,48,9,71,92903001
36,10,70,21,1,45,92903004
39,18,72,38,17,71,92903041
58,34,84,55,32,81,92903042
40,17,71,43,20,72,92903044
90,68,99,89,69,99,92903117
43,21,72,41,19,74,92903122
40,21,73,40,21,74,92903123
39,17,70,35,14,71,92903124
34,14,70,32,13,68,92903125
56,27,90,46,16,86,92903126
52,29,83,50,26,84,92903127
,,,,,,92903200
53,17,81,48,6,72,92904001
41,6,70,15,0,50,92904003
40,16,73,41,20,73,92904041
35,16,67,31,15,61,92904043
38,17,68,36,18,67,92904104
34,17,66,33,17,67,92904105
65,21,85,60,10,77,92906002
56,29,85,52,28,83,92906041
57,26,86,56,29,87,92906102
65,27,85,57,13,77,92907001
55,28,87,55,32,87,92907042
54,30,85,61,36,86,92907101
71,24,89,69,15,82,92908001
48,19,84,57,29,88,92908041
51,26,84,51,26,86,92908103
57,24,83,53,17,76,93901001
58,31,87,48,23,84,93901101
66,28,90,69,20,88,93903001
51,31,79,47,29,79,93903101
42,11,69,38,3,57,93904002
0,0,23,0,0,14,93904005
24,9,60,25,12,58,93904042
29,12,60,29,12,62,93904104
35,17,69,35,17,71,93904106
36,15,71,36,17,74,93904107
37,11,66,42,9,64,93905001
44,23,74,45,33,78,93905101
41,14,66,37,7,56,94901001
19,4,56,11,0,34,94901002
35,14,64,36,16,67,94901041
24,8,58,28,11,61,94901042
30,12,66,29,12,66,94901103
26,9,61,28,11,63,94901104
44,23,76,51,27,82,94901105
45,22,80,41,19,81,94901106
34,15,65,33,14,64,94901108
44,22,80,45,22,81,94901109
32,18,66,35,18,72,94901110
-1,-1,-1,-1,-1,-1,94901112
67,29,85,60,13,77,94902001
36,5,68,27,3,32,94902002
76,34,90,68,12,84,94902003
56,27,84,54,28,85,94902041
59,29,86,56,29,87,94902042
48,26,76,49,28,78,94902101
43,20,77,40,21,76,94902102
35,15,63,38,15,66,94902103
54,28,84,52,25,84,94902108
55,31,84,50,25,83,94902109
53,25,82,53,27,82,94902110
49,25,79,52,33,81,94902111
47,25,78,50,28,78,94902112
43,22,73,42,23,75,94902113
56,30,85,49,25,82,94902114
44,20,79,47,25,83,94902115
70,27,89,65,16,83,94903001
60,29,87,65,35,90,94903041
59,35,90,59,36,89,94903101
56,28,84,48,24,83,94903102
67,31,85,55,11,73,94904001
55,26,83,53,27,80,94904041
47,23,83,49,26,84,94904102
61,22,84,50,9,73,95901001
41,18,74,41,18,76,95901041
56,30,80,53,30,78,95901101
47,20,81,52,28,89,95902001
56,17,82,47,3,69,95903001
35,14,76,39,15,74,95903102
27,8,72,35,11,77,95903103
50,21,80,47,17,73,95904001
54,18,81,44,4,68,95905001
,,,,,,95905002
,,,,,,95905004
31,13,63,33,15,59,95905043
39,15,74,37,17,71,95905044
30,13,71,29,10,74,95905102
37,18,68,35,13,66,95905103
39,21,75,34,18,72,95905105
36,20,64,33,20,65,95905106
45,21,76,42,19,76,95905108
34,15,70,29,14,68,95905109
47,16,72,35,2,56,96904001
31,10,62,29,11,63,96904041
45,18,82,51,20,92,96904101
57,25,87,56,22,91,96905001
53,19,80,47,11,73,97902001
53,27,83,60,33,85,97902041
48,27,78,45,27,76,97902102
53,21,83,52,19,76,97903001
58,29,91,58,36,96,97903101
78,30,87,69,12,80,98901001
66,37,92,53,27,92,98901041
66,40,93,57,36,92,98901101
52,26,79,47,22,73,98903101
63,23,88,57,9,80,98904001
65,36,93,56,32,92,98904041
46,26,79,44,29,79,98904101
50,20,85,43,10,76,99902001
33,14,65,31,11,69,99902101
47,10,71,45,6,65,99903001
35,13,74,37,18,70,99903041
45,24,81,48,26,83,99903102
46,14,68,43,7,56,100903002
,,,,,,100903003
42,18,80,44,22,81,100903041
44,18,76,42,17,76,100903042
36,20,71,38,19,67,100903101
43,12,69,41,7,59,100904001
43,19,79,42,21,77,100904041
53,27,87,55,29,89,100904106
77,40,90,69,20,86,100905001
55,25,86,49,24,82,100905041
45,20,75,50,24,78,100905102
55,28,86,55,30,86,100905105
64,24,84,61,15,75,100907001
53,24,83,56,29,85,100907041
51,27,83,53,30,86,100907101
50,24,83,50,23,82,100907103
40,13,74,43,11,74,100908001
32,14,73,34,16,77,100908101
51,21,81,41,17,72,101802041
43,20,75,42,20,76,101802101
41,15,78,42,14,82,101802102
51,23,84,61,27,87,101803001
50,26,86,56,35,93,101803041
17,3,54,16,3,41,101804001
14,4,47,21,6,51,101804004
47,12,75,39,3,62,101806001
37,14,75,33,14,70,101806042
61,31,89,51,27,88,101806101
39,17,73,38,14,70,101806102
38,20,63,39,28,67,101807101
39,22,70,39,23,71,101810002
0,0,20,-1,-1,-1,101811001
,,,,,,101811003
,,,,,,101811004
,,,,,,101811006
,,,,,,101811008
34,15,69,32,16,69,101814101
25,9,59,30,13,61,101814102
31,11,67,27,10,62,101814103
17,4,50,18,7,41,101814104
58,29,94,67,37,95,101815101
56,28,87,51,21,84,101819001
35,11,72,22,1,55,101821001
81,46,96,75,28,94,101828001
76,42,95,73,38,95,101828002
74,42,95,66,32,95,101828101
79,34,92,70,10,83,101837001
71,35,94,70,34,93,101837041
31,6,58,23,1,40,101838001
77,23,87,75,0,81,101838004
14,4,46,15,5,44,101838041
53,27,84,50,24,84,101838102
36,17,71,37,19,71,101838104
19,8,69,18,7,80,101840101
35,20,72,39,24,75,101840103
23,12,64,28,6,68,101842001
61,27,89,61,22,85,101845001
60,26,85,55,17,80,101845002
52,22,80,50,16,77,101845003
49,19,79,42,12,71,101845004
55,23,85,51,16,80,101845005
54,24,81,48,16,76,101845006
41,15,71,39,12,66,101845007
49,18,78,45,11,71,101845008
47,18,76,39,10,69,101845009
52,19,80,48,14,73,101845010
41,14,75,34,9,68,101845011
37,15,72,33,18,66,101845012
43,18,78,38,18,72,101845013
63,28,86,55,19,80,101845101
74,33,89,65,14,80,101846001
55,28,85,54,29,84,101846002
56,15,81,53,8,74,101846003
42,20,74,44,21,69,101846005
37,15,74,40,18,73,101846006
47,24,80,48,30,81,101846102
48,17,84,49,25,83,101847101
52,29,83,48,28,77,101849101
33,11,64,25,7,61,101853042
31,13,62,25,15,59,101853101
38,21,69,36,20,64,101853106
33,15,70,37,17,75,101855101
30,10,67,26,8,67,101856101
62,40,88,63,41,88,101858001
39,19,72,41,18,71,101858002
35,15,67,38,18,72,101858003
66,23,86,65,15,82,101858004
59,29,87,58,25,84,101858005
51,27,80,50,29,79,101858006
60,35,89,65,42,91,101858007
47,23,77,49,26,81,101858008
54,31,85,54,32,88,101859101
35,18,77,26,12,72,101859102
37,14,74,51,28,79,101861103
32,17,76,32,21,79,101861104
31,11,69,34,13,71,101861105
69,44,95,67,44,95,101862001
84,39,93,81,23,91,101862002
66,38,90,70,41,92,101862003
43,18,76,49,21,79,101862004
78,48,93,77,42,93,101862005
70,45,92,71,49,93,101862006
24,6,57,22,7,55,101864041
11,0,41,11,0,26,101868001
9,2,38,13,3,44,101868002
60,27,92,67,35,96,101870001
37,14,62,51,26,68,101871041
27,12,55,31,14,51,101871102
36,14,76,40,14,78,101872001
18,5,54,22,8,53,101873001
28,7,65,32,9,63,101874001
34,10,63,26,2,51,101902001
49,18,76,43,8,68,101902002
37,12,61,27,2,50,101902003
37,12,63,30,3,52,101902004
37,12,65,27,2,54,101902005
81,36,95,84,23,93,101902008
36,11,60,27,2,48,101902012
16,4,51,9,0,34,101902013
69,22,91,58,6,83,101902014
27,7,63,30,10,65,101902041
36,12,72,44,20,78,101902042
31,9,69,31,12,67,101902043
35,12,69,32,13,66,101902044
26,9,63,30,13,65,101902045
34,12,67,33,12,66,101902046
38,15,71,41,17,72,101902047
36,13,72,37,14,71,101902048
30,10,67,34,14,69,101902051
31,10,65,30,12,64,101902052
35,12,67,34,13,66,101902053
36,13,71,34,14,70,101902054
33,11,69,34,14,69,101902055
37,17,73,31,13,68,101902062
46,14,75,35,2,60,101902081
46,11,75,43,4,66,101902082
57,18,83,49,7,73,101902083
36,8,68,36,5,53,101902084
45,9,76,44,4,65,101902085
,,,,,,101902090
29,12,61,29,11,65,101902101
31,12,70,28,12,68,101902103
25,8,63,29,10,66,101902105
31,14,67,32,16,66,101902106
38,17,78,35,17,75,101902107
0,0,0,0,0,0,101902108
28,9,70,30,10,75,101902110
36,18,70,27,13,65,101902111
29,10,67,28,10,67,101902112
28,12,64,23,10,63,101902113
34,13,73,24,10,71,101902114
48,23,81,44,22,80,101902115
37,15,71,35,16,70,101902116
50,26,81,42,18,78,101902117
43,19,78,36,15,78,101902118
47,20,82,40,18,76,101902119
46,20,80,44,21,80,101902121
44,22,77,41,20,79,101902122
42,20,75,39,19,76,101902123
39,18,75,39,21,73,101902124
37,13,78,32,12,75,101902125
35,15,72,33,14,72,101902126
40,13,78,40,11,78,101902128
33,12,71,27,11,69,101902129
35,15,73,35,14,76,101902130
37,15,75,38,17,74,101902131
34,15,66,35,13,69,101902132
37,16,72,35,17,73,101902134
32,11,72,35,13,75,101902135
33,15,68,33,15,71,101902136
27,8,63,24,8,58,101902137
36,17,68,28,13,65,101902138
